run_id,normalization,alpha,machine_type,db_level,seed,n_round_comparisons,mean_round_to_round_ari,min_round_to_round_ari,final_round_to_round_ari,n_sites,n_clusters,largest_cluster_sites,largest_cluster_fraction
p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s4,local_site,0.05,valve,0dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s0,local_site,0.5,valve,0dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s1,local_site,0.5,valve,0dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s2,local_site,0.5,valve,0dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s3,local_site,0.5,valve,0dB,3,29,0.9010460424220438,-0.0465116279069767,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s4,local_site,0.5,valve,0dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_local_site_clustered_fl_a100_valve_0dB_s0,local_site,100.0,valve,0dB,0,29,0.36519526285933407,-0.1111111111111112,0.5161290322580645,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_valve_0dB_s1,local_site,100.0,valve,0dB,1,29,0.7880155526953413,-0.129032258064516,-0.129032258064516,10,2,9,0.9
p1_norm_local_site_clustered_fl_a100_valve_0dB_s2,local_site,100.0,valve,0dB,2,29,0.14393918307963965,-0.0683760683760684,-0.0465116279069767,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_0dB_s3,local_site,100.0,valve,0dB,3,29,0.48060520883488583,-0.0714285714285715,1.0,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_0dB_s4,local_site,100.0,valve,0dB,4,29,0.769918459573632,-0.0683760683760684,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p05_valve_6dB_s0,central,0.05,valve,6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_6dB_s1,central,0.05,valve,6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_6dB_s2,central,0.05,valve,6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_central_clustered_fl_a0p05_valve_6dB_s3,central,0.05,valve,6dB,3,29,0.9859360350036461,0.5921450151057401,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p05_valve_6dB_s4,central,0.05,valve,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_6dB_s0,central,0.5,valve,6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_6dB_s1,central,0.5,valve,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_central_clustered_fl_a0p5_valve_6dB_s2,central,0.5,valve,6dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_6dB_s3,central,0.5,valve,6dB,3,29,0.9359169972535856,0.0707964601769912,1.0,10,2,7,0.7
p1_norm_central_clustered_fl_a0p5_valve_6dB_s4,central,0.5,valve,6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_central_clustered_fl_a100_valve_6dB_s0,central,100.0,valve,6dB,0,29,0.13494574462891926,-0.1329305135951661,0.1025641025641025,10,2,6,0.6
p1_norm_central_clustered_fl_a100_valve_6dB_s1,central,100.0,valve,6dB,1,29,0.46218407263214667,-0.1329305135951661,-0.129032258064516,10,2,9,0.9
p1_norm_central_clustered_fl_a100_valve_6dB_s2,central,100.0,valve,6dB,2,29,0.14919664262107749,-0.111111111111111,-0.0683760683760684,10,2,6,0.6
p1_norm_central_clustered_fl_a100_valve_6dB_s3,central,100.0,valve,6dB,3,29,0.5104316963142486,-0.1329305135951661,1.0,10,2,8,0.8
p1_norm_central_clustered_fl_a100_valve_6dB_s4,central,100.0,valve,6dB,4,29,0.899888765294772,0.5161290322580645,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s0,federated_train,0.05,valve,6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s1,federated_train,0.05,valve,6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s2,federated_train,0.05,valve,6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s3,federated_train,0.05,valve,6dB,3,29,0.9859360350036461,0.5921450151057401,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s4,federated_train,0.05,valve,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s0,federated_train,0.5,valve,6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s1,federated_train,0.5,valve,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s2,federated_train,0.5,valve,6dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s3,federated_train,0.5,valve,6dB,3,29,0.9359169972535856,0.0707964601769912,1.0,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s4,federated_train,0.5,valve,6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a100_valve_6dB_s0,federated_train,100.0,valve,6dB,0,29,0.14517023769813414,-0.129032258064516,-0.1111111111111112,10,2,9,0.9
p1_norm_federated_train_clustered_fl_a100_valve_6dB_s1,federated_train,100.0,valve,6dB,1,29,0.5312151090580243,-0.1329305135951661,-0.129032258064516,10,2,8,0.8
p1_norm_federated_train_clustered_fl_a100_valve_6dB_s2,federated_train,100.0,valve,6dB,2,29,0.1363635779772174,-0.1061946902654866,0.5970149253731343,10,2,5,0.5
p1_norm_federated_train_clustered_fl_a100_valve_6dB_s3,federated_train,100.0,valve,6dB,3,29,0.43201215399015774,-0.1329305135951661,0.5921450151057401,10,2,7,0.7
p1_norm_federated_train_clustered_fl_a100_valve_6dB_s4,federated_train,100.0,valve,6dB,4,29,0.915544020104643,0.2592592592592593,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s0,local_site,0.05,valve,6dB,0,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s1,local_site,0.05,valve,6dB,1,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s2,local_site,0.05,valve,6dB,2,29,1.0,1.0,1.0,10,2,6,0.6
p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s3,local_site,0.05,valve,6dB,3,29,0.9859360350036461,0.5921450151057401,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s4,local_site,0.05,valve,6dB,4,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s0,local_site,0.5,valve,6dB,0,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s1,local_site,0.5,valve,6dB,1,29,1.0,1.0,1.0,10,2,9,0.9
p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s2,local_site,0.5,valve,6dB,2,29,1.0,1.0,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s3,local_site,0.5,valve,6dB,3,29,0.9359169972535856,0.0707964601769912,1.0,10,2,7,0.7
p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s4,local_site,0.5,valve,6dB,4,29,1.0,1.0,1.0,10,2,5,0.5
p1_norm_local_site_clustered_fl_a100_valve_6dB_s0,local_site,100.0,valve,6dB,0,29,0.05445745989987598,-0.163793103448276,0.5921450151057401,10,2,8,0.8
p1_norm_local_site_clustered_fl_a100_valve_6dB_s1,local_site,100.0,valve,6dB,1,29,0.4270841073843944,-0.163793103448276,0.3023255813953488,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_valve_6dB_s2,local_site,100.0,valve,6dB,2,29,0.16206927446898806,-0.0714285714285715,-0.0683760683760684,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_valve_6dB_s3,local_site,100.0,valve,6dB,3,29,0.44862909140612656,-0.129032258064516,0.3023255813953488,10,2,6,0.6
p1_norm_local_site_clustered_fl_a100_valve_6dB_s4,local_site,100.0,valve,6dB,4,29,0.8821736085362336,0.2592592592592593,1.0,10,2,9,0.9
