schema_version,run_id,paper_id,experiment_id,seed,round,site_id,machine_id,normalization,model_family,n_normal,n_anomaly,auroc,auprc,partial_auroc_fpr_0_1,f1_at_threshold,threshold,host,bundle_dir,algorithm,alpha,machine_type,db_level
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,0,30,7,id_00;id_06,local_site,ConvAutoencoder,280,163,0.9770376862401402,0.926735156759078,0.7716914986853638,0.9074074074074074,0.579229474067688,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,0,30,8,id_00;id_04,local_site,ConvAutoencoder,53,172,0.9157525230364196,0.9748479858441516,0.7651382185168933,0.8673139158576052,0.5957874655723572,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,0,30,9,id_00;id_02;id_04;id_06,local_site,ConvAutoencoder,32,374,0.9433489304812834,0.994327453070792,0.6246657754010695,0.7611202635914333,0.9601036906242372,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s0,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,0,id_02;id_06,local_site,ConvAutoencoder,125,126,0.9962539682539684,0.9963021506473292,0.9625396825396826,0.9649805447470816,0.5570186972618103,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,1,id_04;id_06,local_site,ConvAutoencoder,9,122,0.999089253187614,0.9999330868745396,0.9918032786885246,0.9959183673469388,1.1832576990127563,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,2,id_04,local_site,ConvAutoencoder,191,78,0.9622096925761848,0.8873713065915092,0.6220969257618472,0.7862068965517242,0.9885583519935608,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,3,id_02,local_site,ConvAutoencoder,1,72,1.0,1.0,1.0,1.0,1.0506590604782104,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,4,id_02;id_04;id_06,local_site,ConvAutoencoder,31,197,0.9891927296544948,0.9980332652480808,0.8919272965449484,0.9898477157360406,0.5536826252937317,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,5,id_04;id_06,local_site,ConvAutoencoder,103,149,0.9949827327816512,0.9962841222039386,0.9498273278165116,0.9802631578947368,0.8455838561058044,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,6,id_02,local_site,ConvAutoencoder,133,76,0.9673525920063316,0.9465260768862728,0.7431737237831421,0.8142857142857143,1.0370562076568604,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,7,id_00,local_site,ConvAutoencoder,202,181,0.942043651879,0.9209788049385058,0.5391936983753624,0.7284768211920529,0.7768256664276123,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,8,id_06,local_site,ConvAutoencoder,1,67,1.0,1.0,1.0,1.0,0.3982899487018585,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,2,30,9,id_00;id_02;id_04;id_06,local_site,ConvAutoencoder,17,407,0.9627113744760804,0.997541437141556,0.6271137447608035,0.9748743718592964,1.60221529006958,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s2,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,0,id_02,local_site,ConvAutoencoder,79,104,0.9845423563777994,0.987031777115028,0.8481012658227849,0.9359605911330048,0.9611823558807372,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,1,id_00;id_04;id_06,local_site,ConvAutoencoder,155,303,0.9963802831896093,0.9981909717637514,0.9652933035239007,0.9701986754966888,0.7660926580429077,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,2,id_06,local_site,ConvAutoencoder,2,90,1.0,1.0,1.0,0.994475138121547,0.8997606039047241,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,3,id_00,local_site,ConvAutoencoder,48,72,0.9461805555555556,0.9530076022098176,0.609375,0.8095238095238095,0.7439004182815552,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,4,id_02;id_06,local_site,ConvAutoencoder,144,177,0.9936833019460138,0.9942433450807628,0.9368330194601382,0.9750692520775625,0.6085778474807739,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,5,id_00,local_site,ConvAutoencoder,1,76,1.0,1.0,1.0,1.0,0.6911578178405762,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,6,id_02,local_site,ConvAutoencoder,1,86,0.0,0.9471731072804558,0.0,0.0,0.8734228014945984,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,7,id_00,local_site,ConvAutoencoder,143,86,0.902667100341519,0.7499737093246674,0.2687428850219548,0.4333333333333333,0.7893061637878418,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,8,id_02;id_04;id_06,local_site,ConvAutoencoder,241,277,0.9675539643782676,0.9727488108636254,0.7877226358284524,0.8688845401174168,0.7684432864189148,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,4,30,9,id_00;id_04,local_site,ConvAutoencoder,1,204,0.0931372549019607,0.9885907646864984,0.0931372549019607,0.1704035874439461,6.439994812011719,master,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,fedavg,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,0,id_02;id_06,local_site,ConvAutoencoder,79,202,0.7975310189246773,0.895020184816642,0.2257175084597067,0.3843137254901961,0.5501967072486877,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,1,id_06,local_site,ConvAutoencoder,6,65,0.9025641025641026,0.9883741823904982,0.5076923076923077,0.7547169811320755,0.6709533333778381,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,2,id_02,local_site,ConvAutoencoder,182,111,0.8265023265023265,0.7536719563174259,0.352935352935353,0.524390243902439,0.7505910396575928,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,3,id_04;id_06,local_site,ConvAutoencoder,10,137,0.5467153284671533,0.9398123468893976,0.0364963503649635,0.1095890410958904,0.6093653440475464,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,5,id_04,local_site,ConvAutoencoder,1,79,0.0632911392405063,0.9671827517433056,0.0632911392405063,0.119047619047619,3.010340452194214,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,6,id_00;id_04,local_site,ConvAutoencoder,170,172,0.8710670314637483,0.8734428882312562,0.4326265389876882,0.6183206106870229,0.6065165400505066,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,7,id_00;id_06,local_site,ConvAutoencoder,280,163,0.7275635407537248,0.5102013183731362,0.0841367221735319,0.15625,0.5845573544502258,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,8,id_00;id_04,local_site,ConvAutoencoder,53,172,0.6180342255375164,0.816629962741095,0.0682316805616498,0.1382978723404255,0.5672897696495056,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,0,30,9,id_00;id_02;id_04;id_06,local_site,ConvAutoencoder,32,374,0.7434826203208557,0.9659285858953828,0.2192513368983957,0.4558521560574948,0.5679572224617004,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s0,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,0,id_02;id_06,local_site,ConvAutoencoder,125,126,0.7844444444444445,0.7352280013298021,0.1568253968253968,0.2147651006711409,0.6317387819290161,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,1,id_04;id_06,local_site,ConvAutoencoder,9,122,0.6967213114754098,0.9688705635249656,0.3360655737704918,0.5,0.749579668045044,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,2,id_04,local_site,ConvAutoencoder,191,78,0.6355215465163109,0.3976112552432798,0.0664518727345952,0.1276595744680851,0.6426490545272827,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,3,id_02,local_site,ConvAutoencoder,1,72,0.7916666666666666,0.9968052004923584,0.7916666666666666,0.8837209302325582,1.1335796117782593,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,4,id_02;id_04;id_06,local_site,ConvAutoencoder,31,197,0.6842967086949402,0.897209516229931,0.0139184542328475,0.0297029702970297,0.7222423553466797,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,5,id_04;id_06,local_site,ConvAutoencoder,103,149,0.7817162963445624,0.8069501195717894,0.1772333355053104,0.3152173913043478,0.5830901265144348,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,6,id_02,local_site,ConvAutoencoder,133,76,0.840819153146023,0.7681127206478112,0.4200633161851998,0.6166666666666667,0.7614688277244568,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,7,id_00,local_site,ConvAutoencoder,202,181,0.5377714567036814,0.494854106086459,0.0566161588534544,0.099009900990099,0.6099027991294861,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,8,id_06,local_site,ConvAutoencoder,1,67,0.0,0.9358700694245866,0.0,0.0,0.9049590229988098,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,2,30,9,id_00;id_02;id_04;id_06,local_site,ConvAutoencoder,17,407,0.8843763549645902,0.9914593190000952,0.2179505708917473,0.4307692307692308,0.9012125730514526,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s2,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,0,id_02,local_site,ConvAutoencoder,79,104,0.8370253164556962,0.8442225685410266,0.2739776046738072,0.4680851063829787,0.7957388162612915,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,1,id_00;id_04;id_06,local_site,ConvAutoencoder,155,303,0.9070158628766104,0.9290826022363292,0.3856063025657404,0.6022471910112359,0.5758686065673828,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,2,id_06,local_site,ConvAutoencoder,2,90,0.9888888888888888,0.999753071176292,0.9777777777777776,0.9888888888888888,0.4984866082668304,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,3,id_00,local_site,ConvAutoencoder,48,72,0.6307870370370371,0.7167764533485603,0.1302083333333333,0.2142857142857142,0.5395854115486145,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,4,id_02;id_06,local_site,ConvAutoencoder,144,177,0.8920276208411801,0.8751510073725493,0.3427495291902072,0.5433070866141733,0.6773326992988586,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,5,id_00,local_site,ConvAutoencoder,1,76,0.0131578947368421,0.9516972758975868,0.0131578947368421,0.0259740259740259,2.4131674766540527,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,6,id_02,local_site,ConvAutoencoder,1,86,0.8953488372093024,0.99873020954426,0.8953488372093024,0.9447852760736196,0.4610738754272461,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,7,id_00,local_site,ConvAutoencoder,143,86,0.5608228980322003,0.4445567188522736,0.0934298259879655,0.1923076923076923,0.5405724048614502,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,8,id_02;id_04;id_06,local_site,ConvAutoencoder,241,277,0.7019338795931512,0.6497169099062068,0.0590350075647497,0.1049180327868852,0.6776246428489685,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,P1,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,4,30,9,id_00;id_04,local_site,ConvAutoencoder,1,204,0.8431372549019608,0.9991680432056036,0.8431372549019608,0.9148936170212766,1.8537365198135376,master,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,fedavg,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,2,id_00;id_02;id_06,local_site,ConvAutoencoder,320,279,0.967450716845878,0.967456870338862,0.8150761648745519,0.8761904761904762,0.56048983335495,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,5,id_04,local_site,ConvAutoencoder,2,45,1.0,1.0,1.0,0.989010989010989,0.4991275668144226,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,6,id_00,local_site,ConvAutoencoder,212,125,1.0,1.0,1.0,0.9578544061302682,0.600822389125824,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,7,id_04,local_site,ConvAutoencoder,2,41,0.8536585365853658,0.992613897665606,0.8292682926829268,0.8947368421052632,0.5800039172172546,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,8,id_04;id_06,local_site,ConvAutoencoder,101,78,0.5722264534145722,0.5015659134307036,0.0628332063975628,0.0919540229885057,0.6907580494880676,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,0,30,9,id_00;id_02;id_04,local_site,ConvAutoencoder,1,322,0.9099378881987578,0.9997078486918234,0.9099378881987578,0.9528455284552846,0.7165586352348328,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s0,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,1,id_06,local_site,ConvAutoencoder,100,25,0.7384,0.4526872963410261,0.172,0.2857142857142857,0.6015316843986511,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,2,id_04;id_06,local_site,ConvAutoencoder,6,69,0.8599033816425121,0.9860081176042296,0.6521739130434782,0.782608695652174,0.5262933969497681,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,3,id_02;id_06,local_site,ConvAutoencoder,6,89,0.9906367041198502,0.9993577566318332,0.9438202247191012,0.9772727272727272,0.5761147141456604,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,7,id_02;id_04,local_site,ConvAutoencoder,226,116,0.9318355202929508,0.8617716087321285,0.5680500457735734,0.7135678391959799,0.6341211199760437,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,8,id_00;id_02;id_04,local_site,ConvAutoencoder,299,269,0.9973890664047445,0.9966456436086484,0.9738906640474444,0.972875226039783,0.548041582107544,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,2,30,9,id_00;id_02;id_04;id_06,local_site,ConvAutoencoder,1,322,0.9099378881987578,0.9997078486918234,0.9099378881987578,0.9528455284552846,0.7060835957527161,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,4,30,0,id_02;id_04,local_site,ConvAutoencoder,95,122,0.9573770491803278,0.9678592483627892,0.7756686798964625,0.8761061946902655,0.6478539705276489,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,4,30,1,id_00;id_02;id_04,local_site,ConvAutoencoder,329,220,0.9942111080408952,0.9914254987582524,0.9421110804089528,0.9419642857142856,0.5592532753944397,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,4,30,5,id_00;id_04,local_site,ConvAutoencoder,58,106,0.9250162654521796,0.9664580253090288,0.819778789850358,0.8877551020408163,0.6368892788887024,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,4,30,7,id_00;id_04;id_06,local_site,ConvAutoencoder,107,154,0.9351256220415098,0.9563703014551144,0.6702269692923898,0.7739463601532567,0.6260186433792114,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,fedavg,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,P1,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,4,30,8,id_04,local_site,ConvAutoencoder,42,37,0.7728442728442728,0.705092959378237,0.2664092664092664,0.5714285714285714,0.6150441765785217,master,p1_norm_local_site_fedavg_a0p05_slider_0dB_s4,fedavg,0.05,slider,0dB
