host,worker,gpu,config_file,name,algorithm,algorithm_label,alpha,alpha_slug,machine_type,db_level,seed,auroc,equivalent_epochs,log_file,log_line
master,norm_g2,2,p1_anchor_local_only_a0p05_valve_0dB_s6.json,p1_anchor_local_only_a0p05_valve_0dB_s6,local_only,Local only,0.05,a0p05,valve,0dB,6,0.5792006316576334,60,master/logs/p1_norm_g2.log,265
n3,norm_g4,4,p1_anchor_local_only_a0p05_valve_0dB_s7.json,p1_anchor_local_only_a0p05_valve_0dB_s7,local_only,Local only,0.05,a0p05,valve,0dB,7,0.5126200980394041,60,n3/logs/p1_norm_g4.log,224
master,norm_g1,1,p1_anchor_local_only_a0p05_valve_0dB_s8.json,p1_anchor_local_only_a0p05_valve_0dB_s8,local_only,Local only,0.05,a0p05,valve,0dB,8,0.5099705193557228,60,master/logs/p1_norm_g1.log,265
n3,norm_g5,5,p1_anchor_local_only_a0p05_valve_0dB_s9.json,p1_anchor_local_only_a0p05_valve_0dB_s9,local_only,Local only,0.05,a0p05,valve,0dB,9,0.5377940057021373,60,n3/logs/p1_norm_g5.log,224
master,norm_g6,6,p1_anchor_local_only_a0p05_valve_6dB_s0.json,p1_anchor_local_only_a0p05_valve_6dB_s0,local_only,Local only,0.05,a0p05,valve,6dB,0,0.6902996420290516,60,master/logs/p1_norm_g6.log,267
n3,norm_g6,6,p1_anchor_local_only_a0p05_valve_6dB_s1.json,p1_anchor_local_only_a0p05_valve_6dB_s1,local_only,Local only,0.05,a0p05,valve,6dB,1,0.5869922452336033,60,n3/logs/p1_norm_g6.log,224
master,norm_g4,4,p1_anchor_local_only_a0p05_valve_6dB_s2.json,p1_anchor_local_only_a0p05_valve_6dB_s2,local_only,Local only,0.05,a0p05,valve,6dB,2,0.5710008489506572,60,master/logs/p1_norm_g4.log,265
n3,norm_g2,2,p1_anchor_local_only_a0p05_valve_6dB_s3.json,p1_anchor_local_only_a0p05_valve_6dB_s3,local_only,Local only,0.05,a0p05,valve,6dB,3,0.6419421390705755,60,n3/logs/p1_norm_g2.log,224
master,norm_g7,7,p1_anchor_local_only_a0p05_valve_6dB_s4.json,p1_anchor_local_only_a0p05_valve_6dB_s4,local_only,Local only,0.05,a0p05,valve,6dB,4,0.6221809162390359,60,master/logs/p1_norm_g7.log,222
n3,norm_g7,7,p1_anchor_local_only_a0p05_valve_6dB_s5.json,p1_anchor_local_only_a0p05_valve_6dB_s5,local_only,Local only,0.05,a0p05,valve,6dB,5,0.5427764034658504,60,n3/logs/p1_norm_g7.log,224
master,norm_g5,5,p1_anchor_local_only_a0p05_valve_6dB_s6.json,p1_anchor_local_only_a0p05_valve_6dB_s6,local_only,Local only,0.05,a0p05,valve,6dB,6,0.6507917868462292,60,master/logs/p1_norm_g5.log,265
n3,norm_g0,0,p1_anchor_local_only_a0p05_valve_6dB_s7.json,p1_anchor_local_only_a0p05_valve_6dB_s7,local_only,Local only,0.05,a0p05,valve,6dB,7,0.47781837054255927,60,n3/logs/p1_norm_g0.log,222
master,norm_g3,3,p1_anchor_local_only_a0p05_valve_6dB_s8.json,p1_anchor_local_only_a0p05_valve_6dB_s8,local_only,Local only,0.05,a0p05,valve,6dB,8,0.5987917501641279,60,master/logs/p1_norm_g3.log,265
n3,norm_g1,1,p1_anchor_local_only_a0p05_valve_6dB_s9.json,p1_anchor_local_only_a0p05_valve_6dB_s9,local_only,Local only,0.05,a0p05,valve,6dB,9,0.5363670057098611,60,n3/logs/p1_norm_g1.log,224
master,norm_g0,0,p1_anchor_local_only_a100p0_fan_-6dB_s0.json,p1_anchor_local_only_a100p0_fan_-6dB_s0,local_only,Local only,100.0,a100,fan,-6dB,0,0.5465951463622792,60,master/logs/p1_norm_g0.log,267
n3,norm_g3,3,p1_anchor_local_only_a100p0_fan_-6dB_s1.json,p1_anchor_local_only_a100p0_fan_-6dB_s1,local_only,Local only,100.0,a100,fan,-6dB,1,0.5929825250419104,60,n3/logs/p1_norm_g3.log,226
master,norm_g1,1,p1_anchor_local_only_a100p0_fan_-6dB_s2.json,p1_anchor_local_only_a100p0_fan_-6dB_s2,local_only,Local only,100.0,a100,fan,-6dB,2,0.5716188008579215,60,master/logs/p1_norm_g1.log,267
n3,norm_g5,5,p1_anchor_local_only_a100p0_fan_-6dB_s3.json,p1_anchor_local_only_a100p0_fan_-6dB_s3,local_only,Local only,100.0,a100,fan,-6dB,3,0.5644450421177949,60,n3/logs/p1_norm_g5.log,226
master,norm_g2,2,p1_anchor_local_only_a100p0_fan_-6dB_s4.json,p1_anchor_local_only_a100p0_fan_-6dB_s4,local_only,Local only,100.0,a100,fan,-6dB,4,0.5793092759993137,60,master/logs/p1_norm_g2.log,267
n3,norm_g4,4,p1_anchor_local_only_a100p0_fan_-6dB_s5.json,p1_anchor_local_only_a100p0_fan_-6dB_s5,local_only,Local only,100.0,a100,fan,-6dB,5,0.563111545433439,60,n3/logs/p1_norm_g4.log,226
master,norm_g6,6,p1_anchor_local_only_a100p0_fan_-6dB_s6.json,p1_anchor_local_only_a100p0_fan_-6dB_s6,local_only,Local only,100.0,a100,fan,-6dB,6,0.5900604123323685,60,master/logs/p1_norm_g6.log,269
n3,norm_g6,6,p1_anchor_local_only_a100p0_fan_-6dB_s7.json,p1_anchor_local_only_a100p0_fan_-6dB_s7,local_only,Local only,100.0,a100,fan,-6dB,7,0.563669957189924,60,n3/logs/p1_norm_g6.log,226
master,norm_g4,4,p1_anchor_local_only_a100p0_fan_-6dB_s8.json,p1_anchor_local_only_a100p0_fan_-6dB_s8,local_only,Local only,100.0,a100,fan,-6dB,8,0.5731600006519935,60,master/logs/p1_norm_g4.log,267
n3,norm_g2,2,p1_anchor_local_only_a100p0_fan_-6dB_s9.json,p1_anchor_local_only_a100p0_fan_-6dB_s9,local_only,Local only,100.0,a100,fan,-6dB,9,0.5852009386214776,60,n3/logs/p1_norm_g2.log,226
master,norm_g7,7,p1_anchor_local_only_a100p0_fan_0dB_s0.json,p1_anchor_local_only_a100p0_fan_0dB_s0,local_only,Local only,100.0,a100,fan,0dB,0,0.7381995156119052,60,master/logs/p1_norm_g7.log,224
n3,norm_g7,7,p1_anchor_local_only_a100p0_fan_0dB_s1.json,p1_anchor_local_only_a100p0_fan_0dB_s1,local_only,Local only,100.0,a100,fan,0dB,1,0.741073790466741,60,n3/logs/p1_norm_g7.log,226
master,norm_g5,5,p1_anchor_local_only_a100p0_fan_0dB_s2.json,p1_anchor_local_only_a100p0_fan_0dB_s2,local_only,Local only,100.0,a100,fan,0dB,2,0.7545907423579812,60,master/logs/p1_norm_g5.log,267
n3,norm_g0,0,p1_anchor_local_only_a100p0_fan_0dB_s3.json,p1_anchor_local_only_a100p0_fan_0dB_s3,local_only,Local only,100.0,a100,fan,0dB,3,0.7317089432185979,60,n3/logs/p1_norm_g0.log,224
master,norm_g3,3,p1_anchor_local_only_a100p0_fan_0dB_s4.json,p1_anchor_local_only_a100p0_fan_0dB_s4,local_only,Local only,100.0,a100,fan,0dB,4,0.757298267400465,60,master/logs/p1_norm_g3.log,267
n3,norm_g1,1,p1_anchor_local_only_a100p0_fan_0dB_s5.json,p1_anchor_local_only_a100p0_fan_0dB_s5,local_only,Local only,100.0,a100,fan,0dB,5,0.7461917771412714,60,n3/logs/p1_norm_g1.log,226
master,norm_g2,2,p1_anchor_local_only_a100p0_fan_0dB_s6.json,p1_anchor_local_only_a100p0_fan_0dB_s6,local_only,Local only,100.0,a100,fan,0dB,6,0.7292705861953941,60,master/logs/p1_norm_g2.log,269
n3,norm_g3,3,p1_anchor_local_only_a100p0_fan_0dB_s7.json,p1_anchor_local_only_a100p0_fan_0dB_s7,local_only,Local only,100.0,a100,fan,0dB,7,0.7405497388460472,60,n3/logs/p1_norm_g3.log,228
master,norm_g0,0,p1_anchor_local_only_a100p0_fan_0dB_s8.json,p1_anchor_local_only_a100p0_fan_0dB_s8,local_only,Local only,100.0,a100,fan,0dB,8,0.7284074019304508,60,master/logs/p1_norm_g0.log,269
n3,norm_g5,5,p1_anchor_local_only_a100p0_fan_0dB_s9.json,p1_anchor_local_only_a100p0_fan_0dB_s9,local_only,Local only,100.0,a100,fan,0dB,9,0.732378600440156,60,n3/logs/p1_norm_g5.log,228
master,norm_g1,1,p1_anchor_local_only_a100p0_fan_6dB_s0.json,p1_anchor_local_only_a100p0_fan_6dB_s0,local_only,Local only,100.0,a100,fan,6dB,0,0.908543364268669,60,master/logs/p1_norm_g1.log,269
n3,norm_g4,4,p1_anchor_local_only_a100p0_fan_6dB_s1.json,p1_anchor_local_only_a100p0_fan_6dB_s1,local_only,Local only,100.0,a100,fan,6dB,1,0.9156783153578963,60,n3/logs/p1_norm_g4.log,228
master,norm_g6,6,p1_anchor_local_only_a100p0_fan_6dB_s2.json,p1_anchor_local_only_a100p0_fan_6dB_s2,local_only,Local only,100.0,a100,fan,6dB,2,0.9196058430563866,60,master/logs/p1_norm_g6.log,271
n3,norm_g6,6,p1_anchor_local_only_a100p0_fan_6dB_s3.json,p1_anchor_local_only_a100p0_fan_6dB_s3,local_only,Local only,100.0,a100,fan,6dB,3,0.8971249708704443,60,n3/logs/p1_norm_g6.log,228
master,norm_g4,4,p1_anchor_local_only_a100p0_fan_6dB_s4.json,p1_anchor_local_only_a100p0_fan_6dB_s4,local_only,Local only,100.0,a100,fan,6dB,4,0.9193618377312479,60,master/logs/p1_norm_g4.log,269
n3,norm_g2,2,p1_anchor_local_only_a100p0_fan_6dB_s5.json,p1_anchor_local_only_a100p0_fan_6dB_s5,local_only,Local only,100.0,a100,fan,6dB,5,0.9056929956025099,60,n3/logs/p1_norm_g2.log,228
master,norm_g5,5,p1_anchor_local_only_a100p0_fan_6dB_s6.json,p1_anchor_local_only_a100p0_fan_6dB_s6,local_only,Local only,100.0,a100,fan,6dB,6,0.9078748742744296,60,master/logs/p1_norm_g5.log,269
n3,norm_g7,7,p1_anchor_local_only_a100p0_fan_6dB_s7.json,p1_anchor_local_only_a100p0_fan_6dB_s7,local_only,Local only,100.0,a100,fan,6dB,7,0.9063851126365131,60,n3/logs/p1_norm_g7.log,228
master,norm_g7,7,p1_anchor_local_only_a100p0_fan_6dB_s8.json,p1_anchor_local_only_a100p0_fan_6dB_s8,local_only,Local only,100.0,a100,fan,6dB,8,0.9009029643690178,60,master/logs/p1_norm_g7.log,226
n3,norm_g0,0,p1_anchor_local_only_a100p0_fan_6dB_s9.json,p1_anchor_local_only_a100p0_fan_6dB_s9,local_only,Local only,100.0,a100,fan,6dB,9,0.9075371591566723,60,n3/logs/p1_norm_g0.log,226
master,norm_g3,3,p1_anchor_local_only_a100p0_pump_-6dB_s0.json,p1_anchor_local_only_a100p0_pump_-6dB_s0,local_only,Local only,100.0,a100,pump,-6dB,0,0.6542977681559956,60,master/logs/p1_norm_g3.log,269
n3,norm_g1,1,p1_anchor_local_only_a100p0_pump_-6dB_s1.json,p1_anchor_local_only_a100p0_pump_-6dB_s1,local_only,Local only,100.0,a100,pump,-6dB,1,0.6644465102059175,60,n3/logs/p1_norm_g1.log,228
master,norm_g0,0,p1_anchor_local_only_a100p0_pump_-6dB_s2.json,p1_anchor_local_only_a100p0_pump_-6dB_s2,local_only,Local only,100.0,a100,pump,-6dB,2,0.6707901313691773,60,master/logs/p1_norm_g0.log,271
n3,norm_g3,3,p1_anchor_local_only_a100p0_pump_-6dB_s3.json,p1_anchor_local_only_a100p0_pump_-6dB_s3,local_only,Local only,100.0,a100,pump,-6dB,3,0.6235494164517046,60,n3/logs/p1_norm_g3.log,230
master,norm_g2,2,p1_anchor_local_only_a100p0_pump_-6dB_s4.json,p1_anchor_local_only_a100p0_pump_-6dB_s4,local_only,Local only,100.0,a100,pump,-6dB,4,0.6475652124813578,60,master/logs/p1_norm_g2.log,271
n3,norm_g5,5,p1_anchor_local_only_a100p0_pump_-6dB_s5.json,p1_anchor_local_only_a100p0_pump_-6dB_s5,local_only,Local only,100.0,a100,pump,-6dB,5,0.637078253783735,60,n3/logs/p1_norm_g5.log,230
master,norm_g1,1,p1_anchor_local_only_a100p0_pump_-6dB_s6.json,p1_anchor_local_only_a100p0_pump_-6dB_s6,local_only,Local only,100.0,a100,pump,-6dB,6,0.6844689060452989,60,master/logs/p1_norm_g1.log,271
n3,norm_g2,2,p1_anchor_local_only_a100p0_pump_-6dB_s7.json,p1_anchor_local_only_a100p0_pump_-6dB_s7,local_only,Local only,100.0,a100,pump,-6dB,7,0.6361973071215272,60,n3/logs/p1_norm_g2.log,230
master,norm_g6,6,p1_anchor_local_only_a100p0_pump_-6dB_s8.json,p1_anchor_local_only_a100p0_pump_-6dB_s8,local_only,Local only,100.0,a100,pump,-6dB,8,0.671384907965084,60,master/logs/p1_norm_g6.log,273
n3,norm_g4,4,p1_anchor_local_only_a100p0_pump_-6dB_s9.json,p1_anchor_local_only_a100p0_pump_-6dB_s9,local_only,Local only,100.0,a100,pump,-6dB,9,0.6657519484836306,60,n3/logs/p1_norm_g4.log,230
master,norm_g4,4,p1_anchor_local_only_a100p0_pump_0dB_s0.json,p1_anchor_local_only_a100p0_pump_0dB_s0,local_only,Local only,100.0,a100,pump,0dB,0,0.7317577071901804,60,master/logs/p1_norm_g4.log,271
n3,norm_g6,6,p1_anchor_local_only_a100p0_pump_0dB_s1.json,p1_anchor_local_only_a100p0_pump_0dB_s1,local_only,Local only,100.0,a100,pump,0dB,1,0.7335653040019317,60,n3/logs/p1_norm_g6.log,230
master,norm_g5,5,p1_anchor_local_only_a100p0_pump_0dB_s2.json,p1_anchor_local_only_a100p0_pump_0dB_s2,local_only,Local only,100.0,a100,pump,0dB,2,0.7362459882357484,60,master/logs/p1_norm_g5.log,271
n3,norm_g0,0,p1_anchor_local_only_a100p0_pump_0dB_s3.json,p1_anchor_local_only_a100p0_pump_0dB_s3,local_only,Local only,100.0,a100,pump,0dB,3,0.7002648001673539,60,n3/logs/p1_norm_g0.log,228
master,norm_g7,7,p1_anchor_local_only_a100p0_pump_0dB_s4.json,p1_anchor_local_only_a100p0_pump_0dB_s4,local_only,Local only,100.0,a100,pump,0dB,4,0.7366434504996863,60,master/logs/p1_norm_g7.log,228
n3,norm_g7,7,p1_anchor_local_only_a100p0_pump_0dB_s5.json,p1_anchor_local_only_a100p0_pump_0dB_s5,local_only,Local only,100.0,a100,pump,0dB,5,0.7307480324445466,60,n3/logs/p1_norm_g7.log,230
master,norm_g3,3,p1_anchor_local_only_a100p0_pump_0dB_s6.json,p1_anchor_local_only_a100p0_pump_0dB_s6,local_only,Local only,100.0,a100,pump,0dB,6,0.7326999897422325,60,master/logs/p1_norm_g3.log,271
n3,norm_g1,1,p1_anchor_local_only_a100p0_pump_0dB_s7.json,p1_anchor_local_only_a100p0_pump_0dB_s7,local_only,Local only,100.0,a100,pump,0dB,7,0.7305510988853294,60,n3/logs/p1_norm_g1.log,230
master,norm_g2,2,p1_anchor_local_only_a100p0_pump_0dB_s8.json,p1_anchor_local_only_a100p0_pump_0dB_s8,local_only,Local only,100.0,a100,pump,0dB,8,0.7569520769532991,60,master/logs/p1_norm_g2.log,273
n3,norm_g3,3,p1_anchor_local_only_a100p0_pump_0dB_s9.json,p1_anchor_local_only_a100p0_pump_0dB_s9,local_only,Local only,100.0,a100,pump,0dB,9,0.731861287906805,60,n3/logs/p1_norm_g3.log,232
master,norm_g0,0,p1_anchor_local_only_a100p0_pump_6dB_s0.json,p1_anchor_local_only_a100p0_pump_6dB_s0,local_only,Local only,100.0,a100,pump,6dB,0,0.8424057872462182,60,master/logs/p1_norm_g0.log,273
n3,norm_g5,5,p1_anchor_local_only_a100p0_pump_6dB_s1.json,p1_anchor_local_only_a100p0_pump_6dB_s1,local_only,Local only,100.0,a100,pump,6dB,1,0.851737439025605,60,n3/logs/p1_norm_g5.log,232
master,norm_g1,1,p1_anchor_local_only_a100p0_pump_6dB_s2.json,p1_anchor_local_only_a100p0_pump_6dB_s2,local_only,Local only,100.0,a100,pump,6dB,2,0.8667639770709105,60,master/logs/p1_norm_g1.log,273
n3,norm_g2,2,p1_anchor_local_only_a100p0_pump_6dB_s3.json,p1_anchor_local_only_a100p0_pump_6dB_s3,local_only,Local only,100.0,a100,pump,6dB,3,0.8166857167790595,60,n3/logs/p1_norm_g2.log,232
master,norm_g6,6,p1_anchor_local_only_a100p0_pump_6dB_s4.json,p1_anchor_local_only_a100p0_pump_6dB_s4,local_only,Local only,100.0,a100,pump,6dB,4,0.8621733373906896,60,master/logs/p1_norm_g6.log,275
n3,norm_g4,4,p1_anchor_local_only_a100p0_pump_6dB_s5.json,p1_anchor_local_only_a100p0_pump_6dB_s5,local_only,Local only,100.0,a100,pump,6dB,5,0.847705364197318,60,n3/logs/p1_norm_g4.log,232
master,norm_g4,4,p1_anchor_local_only_a100p0_pump_6dB_s6.json,p1_anchor_local_only_a100p0_pump_6dB_s6,local_only,Local only,100.0,a100,pump,6dB,6,0.853608328713166,60,master/logs/p1_norm_g4.log,273
n3,norm_g0,0,p1_anchor_local_only_a100p0_pump_6dB_s7.json,p1_anchor_local_only_a100p0_pump_6dB_s7,local_only,Local only,100.0,a100,pump,6dB,7,0.8403920566716181,60,n3/logs/p1_norm_g0.log,230
master,norm_g5,5,p1_anchor_local_only_a100p0_pump_6dB_s8.json,p1_anchor_local_only_a100p0_pump_6dB_s8,local_only,Local only,100.0,a100,pump,6dB,8,0.8622838304396329,60,master/logs/p1_norm_g5.log,273
n3,norm_g6,6,p1_anchor_local_only_a100p0_pump_6dB_s9.json,p1_anchor_local_only_a100p0_pump_6dB_s9,local_only,Local only,100.0,a100,pump,6dB,9,0.8628559945755441,60,n3/logs/p1_norm_g6.log,232
master,norm_g7,7,p1_anchor_local_only_a100p0_slider_-6dB_s0.json,p1_anchor_local_only_a100p0_slider_-6dB_s0,local_only,Local only,100.0,a100,slider,-6dB,0,0.8050247181291187,60,master/logs/p1_norm_g7.log,230
n3,norm_g7,7,p1_anchor_local_only_a100p0_slider_-6dB_s1.json,p1_anchor_local_only_a100p0_slider_-6dB_s1,local_only,Local only,100.0,a100,slider,-6dB,1,0.7994361703867263,60,n3/logs/p1_norm_g7.log,232
master,norm_g3,3,p1_anchor_local_only_a100p0_slider_-6dB_s2.json,p1_anchor_local_only_a100p0_slider_-6dB_s2,local_only,Local only,100.0,a100,slider,-6dB,2,0.7923202267947239,60,master/logs/p1_norm_g3.log,273
n3,norm_g1,1,p1_anchor_local_only_a100p0_slider_-6dB_s3.json,p1_anchor_local_only_a100p0_slider_-6dB_s3,local_only,Local only,100.0,a100,slider,-6dB,3,0.7451118900449634,60,n3/logs/p1_norm_g1.log,232
master,norm_g2,2,p1_anchor_local_only_a100p0_slider_-6dB_s4.json,p1_anchor_local_only_a100p0_slider_-6dB_s4,local_only,Local only,100.0,a100,slider,-6dB,4,0.7818137321946781,60,master/logs/p1_norm_g2.log,275
n3,norm_g3,3,p1_anchor_local_only_a100p0_slider_-6dB_s5.json,p1_anchor_local_only_a100p0_slider_-6dB_s5,local_only,Local only,100.0,a100,slider,-6dB,5,0.7838638528659958,60,n3/logs/p1_norm_g3.log,234
master,norm_g0,0,p1_anchor_local_only_a100p0_slider_-6dB_s6.json,p1_anchor_local_only_a100p0_slider_-6dB_s6,local_only,Local only,100.0,a100,slider,-6dB,6,0.7860276068103327,60,master/logs/p1_norm_g0.log,275
n3,norm_g5,5,p1_anchor_local_only_a100p0_slider_-6dB_s7.json,p1_anchor_local_only_a100p0_slider_-6dB_s7,local_only,Local only,100.0,a100,slider,-6dB,7,0.7784301932620963,60,n3/logs/p1_norm_g5.log,234
master,norm_g1,1,p1_anchor_local_only_a100p0_slider_-6dB_s8.json,p1_anchor_local_only_a100p0_slider_-6dB_s8,local_only,Local only,100.0,a100,slider,-6dB,8,0.8036826564452003,60,master/logs/p1_norm_g1.log,275
n3,norm_g4,4,p1_anchor_local_only_a100p0_slider_-6dB_s9.json,p1_anchor_local_only_a100p0_slider_-6dB_s9,local_only,Local only,100.0,a100,slider,-6dB,9,0.7986480708091436,60,n3/logs/p1_norm_g4.log,234
master,norm_g6,6,p1_anchor_local_only_a100p0_slider_0dB_s0.json,p1_anchor_local_only_a100p0_slider_0dB_s0,local_only,Local only,100.0,a100,slider,0dB,0,0.8682393070691642,60,master/logs/p1_norm_g6.log,277
n3,norm_g2,2,p1_anchor_local_only_a100p0_slider_0dB_s1.json,p1_anchor_local_only_a100p0_slider_0dB_s1,local_only,Local only,100.0,a100,slider,0dB,1,0.863464888006027,60,n3/logs/p1_norm_g2.log,234
master,norm_g4,4,p1_anchor_local_only_a100p0_slider_0dB_s2.json,p1_anchor_local_only_a100p0_slider_0dB_s2,local_only,Local only,100.0,a100,slider,0dB,2,0.8582571378433806,60,master/logs/p1_norm_g4.log,275
n3,norm_g6,6,p1_anchor_local_only_a100p0_slider_0dB_s3.json,p1_anchor_local_only_a100p0_slider_0dB_s3,local_only,Local only,100.0,a100,slider,0dB,3,0.8482216917205431,60,n3/logs/p1_norm_g6.log,234
master,norm_g5,5,p1_anchor_local_only_a100p0_slider_0dB_s4.json,p1_anchor_local_only_a100p0_slider_0dB_s4,local_only,Local only,100.0,a100,slider,0dB,4,0.8632564936239285,60,master/logs/p1_norm_g5.log,275
n3,norm_g0,0,p1_anchor_local_only_a100p0_slider_0dB_s5.json,p1_anchor_local_only_a100p0_slider_0dB_s5,local_only,Local only,100.0,a100,slider,0dB,5,0.8546265260307461,60,n3/logs/p1_norm_g0.log,232
master,norm_g3,3,p1_anchor_local_only_a100p0_slider_0dB_s6.json,p1_anchor_local_only_a100p0_slider_0dB_s6,local_only,Local only,100.0,a100,slider,0dB,6,0.8407399053537077,60,master/logs/p1_norm_g3.log,275
n3,norm_g1,1,p1_anchor_local_only_a100p0_slider_0dB_s7.json,p1_anchor_local_only_a100p0_slider_0dB_s7,local_only,Local only,100.0,a100,slider,0dB,7,0.8478224827102124,60,n3/logs/p1_norm_g1.log,234
master,norm_g2,2,p1_anchor_local_only_a100p0_slider_0dB_s8.json,p1_anchor_local_only_a100p0_slider_0dB_s8,local_only,Local only,100.0,a100,slider,0dB,8,0.8750385517436658,60,master/logs/p1_norm_g2.log,277
n3,norm_g7,7,p1_anchor_local_only_a100p0_slider_0dB_s9.json,p1_anchor_local_only_a100p0_slider_0dB_s9,local_only,Local only,100.0,a100,slider,0dB,9,0.8513387668886512,60,n3/logs/p1_norm_g7.log,234
master,norm_g7,7,p1_anchor_local_only_a100p0_slider_6dB_s0.json,p1_anchor_local_only_a100p0_slider_6dB_s0,local_only,Local only,100.0,a100,slider,6dB,0,0.9032318099567167,60,master/logs/p1_norm_g7.log,232
n3,norm_g3,3,p1_anchor_local_only_a100p0_slider_6dB_s1.json,p1_anchor_local_only_a100p0_slider_6dB_s1,local_only,Local only,100.0,a100,slider,6dB,1,0.8877137838798805,60,n3/logs/p1_norm_g3.log,236
master,norm_g0,0,p1_anchor_local_only_a100p0_slider_6dB_s2.json,p1_anchor_local_only_a100p0_slider_6dB_s2,local_only,Local only,100.0,a100,slider,6dB,2,0.8951349679628029,60,master/logs/p1_norm_g0.log,277
n3,norm_g4,4,p1_anchor_local_only_a100p0_slider_6dB_s3.json,p1_anchor_local_only_a100p0_slider_6dB_s3,local_only,Local only,100.0,a100,slider,6dB,3,0.8825859728445516,60,n3/logs/p1_norm_g4.log,236
master,norm_g1,1,p1_anchor_local_only_a100p0_slider_6dB_s4.json,p1_anchor_local_only_a100p0_slider_6dB_s4,local_only,Local only,100.0,a100,slider,6dB,4,0.8899961274238711,60,master/logs/p1_norm_g1.log,277
n3,norm_g5,5,p1_anchor_local_only_a100p0_slider_6dB_s5.json,p1_anchor_local_only_a100p0_slider_6dB_s5,local_only,Local only,100.0,a100,slider,6dB,5,0.9020846617193256,60,n3/logs/p1_norm_g5.log,236
master,norm_g6,6,p1_anchor_local_only_a100p0_slider_6dB_s6.json,p1_anchor_local_only_a100p0_slider_6dB_s6,local_only,Local only,100.0,a100,slider,6dB,6,0.8815586917928933,60,master/logs/p1_norm_g6.log,279
n3,norm_g2,2,p1_anchor_local_only_a100p0_slider_6dB_s7.json,p1_anchor_local_only_a100p0_slider_6dB_s7,local_only,Local only,100.0,a100,slider,6dB,7,0.8920332120602957,60,n3/logs/p1_norm_g2.log,236
master,norm_g4,4,p1_anchor_local_only_a100p0_slider_6dB_s8.json,p1_anchor_local_only_a100p0_slider_6dB_s8,local_only,Local only,100.0,a100,slider,6dB,8,0.8911910327441888,60,master/logs/p1_norm_g4.log,277
n3,norm_g6,6,p1_anchor_local_only_a100p0_slider_6dB_s9.json,p1_anchor_local_only_a100p0_slider_6dB_s9,local_only,Local only,100.0,a100,slider,6dB,9,0.8875694312410459,60,n3/logs/p1_norm_g6.log,236
master,norm_g5,5,p1_anchor_local_only_a100p0_valve_-6dB_s0.json,p1_anchor_local_only_a100p0_valve_-6dB_s0,local_only,Local only,100.0,a100,valve,-6dB,0,0.46105507862565814,60,master/logs/p1_norm_g5.log,277
n3,norm_g0,0,p1_anchor_local_only_a100p0_valve_-6dB_s1.json,p1_anchor_local_only_a100p0_valve_-6dB_s1,local_only,Local only,100.0,a100,valve,-6dB,1,0.46915776695552697,60,n3/logs/p1_norm_g0.log,234
master,norm_g2,2,p1_anchor_local_only_a100p0_valve_-6dB_s2.json,p1_anchor_local_only_a100p0_valve_-6dB_s2,local_only,Local only,100.0,a100,valve,-6dB,2,0.48783605444470074,60,master/logs/p1_norm_g2.log,279
n3,norm_g1,1,p1_anchor_local_only_a100p0_valve_-6dB_s3.json,p1_anchor_local_only_a100p0_valve_-6dB_s3,local_only,Local only,100.0,a100,valve,-6dB,3,0.46969789351298025,60,n3/logs/p1_norm_g1.log,236
master,norm_g3,3,p1_anchor_local_only_a100p0_valve_-6dB_s4.json,p1_anchor_local_only_a100p0_valve_-6dB_s4,local_only,Local only,100.0,a100,valve,-6dB,4,0.47051038918037646,60,master/logs/p1_norm_g3.log,277
n3,norm_g7,7,p1_anchor_local_only_a100p0_valve_-6dB_s5.json,p1_anchor_local_only_a100p0_valve_-6dB_s5,local_only,Local only,100.0,a100,valve,-6dB,5,0.47174077783207835,60,n3/logs/p1_norm_g7.log,236
master,norm_g0,0,p1_anchor_local_only_a100p0_valve_-6dB_s6.json,p1_anchor_local_only_a100p0_valve_-6dB_s6,local_only,Local only,100.0,a100,valve,-6dB,6,0.47959066397468675,60,master/logs/p1_norm_g0.log,279
n3,norm_g3,3,p1_anchor_local_only_a100p0_valve_-6dB_s7.json,p1_anchor_local_only_a100p0_valve_-6dB_s7,local_only,Local only,100.0,a100,valve,-6dB,7,0.47710373150263896,60,n3/logs/p1_norm_g3.log,238
master,norm_g7,7,p1_anchor_local_only_a100p0_valve_-6dB_s8.json,p1_anchor_local_only_a100p0_valve_-6dB_s8,local_only,Local only,100.0,a100,valve,-6dB,8,0.4454192451766774,60,master/logs/p1_norm_g7.log,234
n3,norm_g4,4,p1_anchor_local_only_a100p0_valve_-6dB_s9.json,p1_anchor_local_only_a100p0_valve_-6dB_s9,local_only,Local only,100.0,a100,valve,-6dB,9,0.471504984899617,60,n3/logs/p1_norm_g4.log,238
master,norm_g1,1,p1_anchor_local_only_a100p0_valve_0dB_s0.json,p1_anchor_local_only_a100p0_valve_0dB_s0,local_only,Local only,100.0,a100,valve,0dB,0,0.5177572733896896,60,master/logs/p1_norm_g1.log,279
n3,norm_g5,5,p1_anchor_local_only_a100p0_valve_0dB_s1.json,p1_anchor_local_only_a100p0_valve_0dB_s1,local_only,Local only,100.0,a100,valve,0dB,1,0.49748307376505735,60,n3/logs/p1_norm_g5.log,238
