node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
n3,g6,fedavg,a10,slider,6dB,1,0.9276822548278313
master,g0,fedavg,a10,slider,6dB,2,0.9450176077484045
n1,g6,fedavg,a10,slider,6dB,3,0.94750992663747
n3,g1,fedavg,a10,slider,6dB,4,0.9279529007873771
master,g3,fedavg,a10,slider,6dB,5,0.9431730509205611
n3,g3,fedavg,a10,slider,6dB,6,0.9564119585723188
master,g2,fedavg,a10,slider,6dB,7,0.9001920538776172
n1,g7,fedavg,a10,slider,6dB,8,0.8687526421909256
n3,g0,fedavg,a10,slider,6dB,9,0.9451312431721572
master,g4,fedavg,a10,slider,6dB,10,0.9370979830462927
n3,g7,fedavg,a10,slider,6dB,11,0.9447137335995548
master,g5,fedavg,a10,slider,6dB,12,0.9499522976320195
n1,g5,fedavg,a10,slider,6dB,13,0.8826163595147666
n3,g2,fedavg,a10,slider,6dB,14,0.9489682295224087
master,g6,fedavg,a10,slider,6dB,15,0.9517559487765759
n3,g4,fedavg,a10,slider,6dB,16,0.9570865252973683
master,g7,fedavg,a10,slider,6dB,17,0.880142993180615
n1,g4,fedavg,a10,slider,6dB,18,0.9513189136355613
n3,g5,fedavg,a10,slider,6dB,19,0.8794400144125873
n3,g7,fedavg,a10,valve,-6dB,0,0.4864910411949461
master,g7,fedavg,a10,valve,-6dB,1,0.467772323514385
n3,g1,fedavg,a10,valve,-6dB,2,0.4978780721483416
master,g5,fedavg,a10,valve,-6dB,3,0.4923807808458688
n1,g6,fedavg,a10,valve,-6dB,4,0.4677805602439769
n3,g3,fedavg,a10,valve,-6dB,5,0.4912120444630355
master,g3,fedavg,a10,valve,-6dB,6,0.4986470725765836
n3,g0,fedavg,a10,valve,-6dB,7,0.465960187340383
master,g2,fedavg,a10,valve,-6dB,8,0.4520746800166944
n1,g5,fedavg,a10,valve,-6dB,9,0.5274783521598644
n3,g4,fedavg,a10,valve,-6dB,10,0.4927897394197903
master,g6,fedavg,a10,valve,-6dB,11,0.5254685204749086
n3,g6,fedavg,a10,valve,-6dB,12,0.5089783760745501
master,g0,fedavg,a10,valve,-6dB,13,0.4894952850538534
n1,g4,fedavg,a10,valve,-6dB,14,0.5106591685392564
n3,g2,fedavg,a10,valve,-6dB,15,0.5159926728234343
master,g4,fedavg,a10,valve,-6dB,16,0.4788538928241765
n3,g5,fedavg,a10,valve,-6dB,17,0.4604026234313733
master,g1,fedavg,a10,valve,-6dB,18,0.5043920897665606
n1,g7,fedavg,a10,valve,-6dB,19,0.4720346591860953
master,g7,fedavg,a10,valve,0dB,0,0.5494057801647475
n1,g7,fedavg,a10,valve,0dB,1,0.5731416419934929
n3,g5,fedavg,a10,valve,0dB,2,0.5710087153687249
master,g4,fedavg,a10,valve,0dB,3,0.5927457647318111
n3,g1,fedavg,a10,valve,0dB,4,0.546648188945389
master,g5,fedavg,a10,valve,0dB,5,0.561044417243193
n1,g4,fedavg,a10,valve,0dB,6,0.5707458617479364
n3,g3,fedavg,a10,valve,0dB,7,0.5592580289348366
master,g2,fedavg,a10,valve,0dB,8,0.5095594880256883
n3,g0,fedavg,a10,valve,0dB,9,0.6056912724945607
master,g6,fedavg,a10,valve,0dB,10,0.5727601621716455
n1,g5,fedavg,a10,valve,0dB,11,0.6084575821556508
n3,g6,fedavg,a10,valve,0dB,12,0.5838860499325017
master,g3,fedavg,a10,valve,0dB,13,0.4651617156895581
n3,g4,fedavg,a10,valve,0dB,14,0.6047468682401003
master,g0,fedavg,a10,valve,0dB,15,0.592216146918415
n1,g6,fedavg,a10,valve,0dB,16,0.5873852501494907
n3,g2,fedavg,a10,valve,0dB,17,0.5436835003809197
master,g1,fedavg,a10,valve,0dB,18,0.6045411084952049
n3,g7,fedavg,a10,valve,0dB,19,0.4935332807780696
master,g4,fedavg,a10,valve,6dB,0,0.615714340768856
n3,g6,fedavg,a10,valve,6dB,1,0.6463939212804094
master,g6,fedavg,a10,valve,6dB,2,0.6541378247775063
n1,g4,fedavg,a10,valve,6dB,3,0.6762611735083326
n3,g1,fedavg,a10,valve,6dB,4,0.6050276279645106
master,g5,fedavg,a10,valve,6dB,5,0.617682196900418
n3,g3,fedavg,a10,valve,6dB,6,0.6601053600234964
master,g2,fedavg,a10,valve,6dB,7,0.5060907355989321
n1,g5,fedavg,a10,valve,6dB,8,0.4239036439329529
n3,g0,fedavg,a10,valve,6dB,9,0.6839414013747936
master,g7,fedavg,a10,valve,6dB,10,0.6438508275474899
n3,g7,fedavg,a10,valve,6dB,11,0.7103087442631455
master,g1,fedavg,a10,valve,6dB,12,0.7179235923550451
n1,g7,fedavg,a10,valve,6dB,13,0.4388740156635739
n3,g4,fedavg,a10,valve,6dB,14,0.6717552242218525
master,g0,fedavg,a10,valve,6dB,15,0.6693282147839242
n3,g2,fedavg,a10,valve,6dB,16,0.6197263591177856
master,g3,fedavg,a10,valve,6dB,17,0.4223943505427391
n1,g6,fedavg,a10,valve,6dB,18,0.6696137364299151
n3,g5,fedavg,a10,valve,6dB,19,0.4217531054561568
n3,g3,fedavg,a100,fan,-6dB,0,0.6251227300808635
master,g3,fedavg,a100,fan,-6dB,1,0.637829437392177
n3,g5,fedavg,a100,fan,-6dB,2,0.6184020008941231
master,g6,fedavg,a100,fan,-6dB,3,0.6160833314155397
n1,g4,fedavg,a100,fan,-6dB,4,0.6225316274724425
n3,g1,fedavg,a100,fan,-6dB,5,0.5914227656908633
master,g7,fedavg,a100,fan,-6dB,6,0.6351207090821591
n3,g0,fedavg,a100,fan,-6dB,7,0.6215108411917774
master,g2,fedavg,a100,fan,-6dB,8,0.6078434344679445
n1,g7,fedavg,a100,fan,-6dB,9,0.6563574263366128
n3,g6,fedavg,a100,fan,-6dB,10,0.6206306672890797
master,g5,fedavg,a100,fan,-6dB,11,0.6206390396224184
n3,g7,fedavg,a100,fan,-6dB,12,0.6361789925562552
master,g0,fedavg,a100,fan,-6dB,13,0.5260907287810248
n1,g5,fedavg,a100,fan,-6dB,14,0.624235242467451
n3,g4,fedavg,a100,fan,-6dB,15,0.6277499692508731
master,g4,fedavg,a100,fan,-6dB,16,0.6105938680782017
n3,g2,fedavg,a100,fan,-6dB,17,0.6149028642090391
master,g1,fedavg,a100,fan,-6dB,18,0.6398262556919173
n1,g6,fedavg,a100,fan,-6dB,19,0.600074120165513
master,g5,fedavg,a100,fan,0dB,0,0.8340445040949108
n1,g7,fedavg,a100,fan,0dB,1,0.8154317701622154
n3,g5,fedavg,a100,fan,0dB,2,0.8216149341336927
master,g2,fedavg,a100,fan,0dB,3,0.7911993959119451
n3,g2,fedavg,a100,fan,0dB,4,0.8180324565086204
master,g7,fedavg,a100,fan,0dB,5,0.7940911569796059
n1,g5,fedavg,a100,fan,0dB,6,0.7860869523482196
n3,g1,fedavg,a100,fan,0dB,7,0.8394995665929436
master,g6,fedavg,a100,fan,0dB,8,0.7819653294576244
n3,g0,fedavg,a100,fan,0dB,9,0.8341309105186963
master,g4,fedavg,a100,fan,0dB,10,0.7757630146638217
n1,g4,fedavg,a100,fan,0dB,11,0.8308032480821914
n3,g6,fedavg,a100,fan,0dB,12,0.8501779407647524
master,g0,fedavg,a100,fan,0dB,13,0.8150035446627724
n3,g3,fedavg,a100,fan,0dB,14,0.8171390733702868
master,g1,fedavg,a100,fan,0dB,15,0.8058022224689824
n1,g6,fedavg,a100,fan,0dB,16,0.8047354028852933
n3,g4,fedavg,a100,fan,0dB,17,0.8233243936802183
master,g3,fedavg,a100,fan,0dB,18,0.8048568763418551
n3,g7,fedavg,a100,fan,0dB,19,0.8043223228492009
master,g1,fedavg,a100,fan,6dB,0,0.9574530374827244
n3,g3,fedavg,a100,fan,6dB,1,0.9525186282381727
master,g7,fedavg,a100,fan,6dB,2,0.9599183723547849
n1,g5,fedavg,a100,fan,6dB,3,0.9514124803041802
n3,g5,fedavg,a100,fan,6dB,4,0.9554273548358964
master,g3,fedavg,a100,fan,6dB,5,0.951776179759418
n3,g0,fedavg,a100,fan,6dB,6,0.950502471458131
master,g2,fedavg,a100,fan,6dB,7,0.955712297559727
n1,g4,fedavg,a100,fan,6dB,8,0.944694384558119
n3,g1,fedavg,a100,fan,6dB,9,0.959544540226443
master,g4,fedavg,a100,fan,6dB,10,0.9476328587958613
n3,g6,fedavg,a100,fan,6dB,11,0.9487673722984764
master,g0,fedavg,a100,fan,6dB,12,0.9514245721903463
n1,g6,fedavg,a100,fan,6dB,13,0.9359745876070221
n3,g4,fedavg,a100,fan,6dB,14,0.9481201712327183
master,g5,fedavg,a100,fan,6dB,15,0.9501571803459319
n3,g7,fedavg,a100,fan,6dB,16,0.9467548437320883
master,g6,fedavg,a100,fan,6dB,17,0.9471005148760264
n1,g7,fedavg,a100,fan,6dB,18,0.9514485387292039
n3,g2,fedavg,a100,fan,6dB,19,0.9494199453534611
n3,g3,fedavg,a100,pump,-6dB,0,0.6679578026336133
master,g6,fedavg,a100,pump,-6dB,1,0.687985796317812
n3,g2,fedavg,a100,pump,-6dB,2,0.6728858197209967
master,g3,fedavg,a100,pump,-6dB,3,0.6548423866514248
n1,g6,fedavg,a100,pump,-6dB,4,0.6782074555278671
n3,g0,fedavg,a100,pump,-6dB,5,0.6455551603630348
master,g2,fedavg,a100,pump,-6dB,6,0.6775611345507451
n3,g1,fedavg,a100,pump,-6dB,7,0.6743719304210364
master,g5,fedavg,a100,pump,-6dB,8,0.6462730391536745
n1,g4,fedavg,a100,pump,-6dB,9,0.69093830709714
n3,g6,fedavg,a100,pump,-6dB,10,0.6519539363124532
master,g4,fedavg,a100,pump,-6dB,11,0.6754215834647253
n3,g4,fedavg,a100,pump,-6dB,12,0.6770260342181522
master,g1,fedavg,a100,pump,-6dB,13,0.7024268260393083
n1,g7,fedavg,a100,pump,-6dB,14,0.664143365084691
n3,g7,fedavg,a100,pump,-6dB,15,0.677943810125077
master,g7,fedavg,a100,pump,-6dB,16,0.6802019008275419
n3,g5,fedavg,a100,pump,-6dB,17,0.6584256544271148
master,g0,fedavg,a100,pump,-6dB,18,0.6680113741635857
n1,g5,fedavg,a100,pump,-6dB,19,0.6776715138581189
master,g3,fedavg,a100,pump,0dB,0,0.728506832671055
n1,g6,fedavg,a100,pump,0dB,1,0.7293370885811765
n3,g2,fedavg,a100,pump,0dB,2,0.724216609413511
master,g4,fedavg,a100,pump,0dB,3,0.7099583073206335
n3,g5,fedavg,a100,pump,0dB,4,0.7631051463621601
master,g0,fedavg,a100,pump,0dB,5,0.7174643509276724
n1,g4,fedavg,a100,pump,0dB,6,0.7287684013234641
n3,g0,fedavg,a100,pump,0dB,7,0.7641162229866335
master,g2,fedavg,a100,pump,0dB,8,0.7316836293729356
n3,g1,fedavg,a100,pump,0dB,9,0.7322917884025923
master,g5,fedavg,a100,pump,0dB,10,0.7012361786324841
n1,g7,fedavg,a100,pump,0dB,11,0.7197173541990105
n3,g3,fedavg,a100,pump,0dB,12,0.7172658070938738
master,g1,fedavg,a100,pump,0dB,13,0.7655002045939591
n3,g7,fedavg,a100,pump,0dB,14,0.7335656772953152
master,g6,fedavg,a100,pump,0dB,15,0.739761402131663
n1,g5,fedavg,a100,pump,0dB,16,0.7435517458477878
n3,g6,fedavg,a100,pump,0dB,17,0.7128303382908127
master,g7,fedavg,a100,pump,0dB,18,0.7253232410674471
n3,g4,fedavg,a100,pump,0dB,19,0.7282990795159749
master,g7,fedavg,a100,pump,6dB,0,0.8244178289625237
n3,g3,fedavg,a100,pump,6dB,1,0.8413014094971499
master,g1,fedavg,a100,pump,6dB,2,0.8207242981290443
n1,g4,fedavg,a100,pump,6dB,3,0.8217542256181408
n3,g5,fedavg,a100,pump,6dB,4,0.8585326583463683
master,g5,fedavg,a100,pump,6dB,5,0.8317248228431471
n3,g0,fedavg,a100,pump,6dB,6,0.8336495953633969
master,g2,fedavg,a100,pump,6dB,7,0.8246956875277135
n1,g7,fedavg,a100,pump,6dB,8,0.8389296872789119
n3,g1,fedavg,a100,pump,6dB,9,0.8377314739162169
master,g6,fedavg,a100,pump,6dB,10,0.8085063793688934
n3,g7,fedavg,a100,pump,6dB,11,0.8230252639422206
master,g3,fedavg,a100,pump,6dB,12,0.8194616585854032
n1,g5,fedavg,a100,pump,6dB,13,0.8388618986593643
n3,g4,fedavg,a100,pump,6dB,14,0.8433465197921907
master,g0,fedavg,a100,pump,6dB,15,0.8304747077154684
n3,g6,fedavg,a100,pump,6dB,16,0.8431004041596519
master,g4,fedavg,a100,pump,6dB,17,0.8277550589306329
n1,g6,fedavg,a100,pump,6dB,18,0.8527818543641171
n3,g2,fedavg,a100,pump,6dB,19,0.8153478913040167
n3,g3,fedavg,a100,slider,-6dB,0,0.835621288177078
master,g6,fedavg,a100,slider,-6dB,1,0.8330955180308145
n3,g5,fedavg,a100,slider,-6dB,2,0.8479946145094199
master,g3,fedavg,a100,slider,-6dB,3,0.8208839044604437
n1,g7,fedavg,a100,slider,-6dB,4,0.8296015583794751
n3,g0,fedavg,a100,slider,-6dB,5,0.8267406557151812
master,g7,fedavg,a100,slider,-6dB,6,0.8436945805153642
n3,g1,fedavg,a100,slider,-6dB,7,0.8363843408604567
master,g2,fedavg,a100,slider,-6dB,8,0.8297829358357687
n1,g4,fedavg,a100,slider,-6dB,9,0.8469172234819273
n3,g4,fedavg,a100,slider,-6dB,10,0.8339946009459606
master,g0,fedavg,a100,slider,-6dB,11,0.8622160863497829
n3,g7,fedavg,a100,slider,-6dB,12,0.8386193757242637
master,g1,fedavg,a100,slider,-6dB,13,0.7449205386708598
n1,g6,fedavg,a100,slider,-6dB,14,0.8397727681647472
n3,g6,fedavg,a100,slider,-6dB,15,0.8399625582597883
master,g4,fedavg,a100,slider,-6dB,16,0.8388845134642052
n3,g2,fedavg,a100,slider,-6dB,17,0.8270084166855863
master,g5,fedavg,a100,slider,-6dB,18,0.838110131570784
n1,g5,fedavg,a100,slider,-6dB,19,0.8126243346399546
master,g1,fedavg,a100,slider,0dB,0,0.9047106884125862
n1,g5,fedavg,a100,slider,0dB,1,0.8958812429269152
n3,g6,fedavg,a100,slider,0dB,2,0.9020694215879415
master,g0,fedavg,a100,slider,0dB,3,0.8963143854772053
n3,g5,fedavg,a100,slider,0dB,4,0.8946266692560296
master,g2,fedavg,a100,slider,0dB,5,0.8949722628406661
n1,g6,fedavg,a100,slider,0dB,6,0.9000612789622565
n3,g0,fedavg,a100,slider,0dB,7,0.8862174812014899
master,g3,fedavg,a100,slider,0dB,8,0.8695313428921987
n3,g1,fedavg,a100,slider,0dB,9,0.8983796247718393
master,g7,fedavg,a100,slider,0dB,10,0.8970056623013957
n1,g7,fedavg,a100,slider,0dB,11,0.9061844855238791
n3,g3,fedavg,a100,slider,0dB,12,0.9084981786317977
master,g4,fedavg,a100,slider,0dB,13,0.8507492716128242
n3,g7,fedavg,a100,slider,0dB,14,0.8954885727524203
master,g6,fedavg,a100,slider,0dB,15,0.8987907245750819
n1,g4,fedavg,a100,slider,0dB,16,0.9104058246423777
n3,g4,fedavg,a100,slider,0dB,17,0.8746372714486845
master,g5,fedavg,a100,slider,0dB,18,0.89417444195337
n3,g2,fedavg,a100,slider,0dB,19,0.8709222790968554
master,g5,fedavg,a100,slider,6dB,0,0.9400185373049226
n3,g3,fedavg,a100,slider,6dB,1,0.9264465915877468
master,g7,fedavg,a100,slider,6dB,2,0.9471078207478127
n1,g4,fedavg,a100,slider,6dB,3,0.9502591049718792
n3,g5,fedavg,a100,slider,6dB,4,0.9279315264166064
master,g6,fedavg,a100,slider,6dB,5,0.9460792081016607
n3,g0,fedavg,a100,slider,6dB,6,0.9503042615205144
master,g2,fedavg,a100,slider,6dB,7,0.9053824732861768
n1,g6,fedavg,a100,slider,6dB,8,0.871729968864696
n3,g1,fedavg,a100,slider,6dB,9,0.9496176105825052
master,g0,fedavg,a100,slider,6dB,10,0.9442557147924264
n3,g7,fedavg,a100,slider,6dB,11,0.9460495401402286
master,g3,fedavg,a100,slider,6dB,12,0.9564235028004081
n1,g5,fedavg,a100,slider,6dB,13,0.8802499762707736
n3,g4,fedavg,a100,slider,6dB,14,0.9440013161766103
master,g4,fedavg,a100,slider,6dB,15,0.9458722398471913
n3,g2,fedavg,a100,slider,6dB,16,0.9536640256275263
master,g1,fedavg,a100,slider,6dB,17,0.8818228265444794
n1,g7,fedavg,a100,slider,6dB,18,0.9466315873383371
n3,g6,fedavg,a100,slider,6dB,19,0.8850287339748908
n3,g3,fedavg,a100,valve,-6dB,0,0.4832513091020736
master,g1,fedavg,a100,valve,-6dB,1,0.4886157299354766
n3,g5,fedavg,a100,valve,-6dB,2,0.4921450419583583
master,g0,fedavg,a100,valve,-6dB,3,0.4919132875814755
n1,g7,fedavg,a100,valve,-6dB,4,0.4781221200170746
n3,g0,fedavg,a100,valve,-6dB,5,0.4971398714012024
master,g2,fedavg,a100,valve,-6dB,6,0.5015184994471431
n3,g1,fedavg,a100,valve,-6dB,7,0.483382666426501
master,g5,fedavg,a100,valve,-6dB,8,0.4392122572013994
n1,g4,fedavg,a100,valve,-6dB,9,0.5053703436152969
n3,g7,fedavg,a100,valve,-6dB,10,0.4738447721787294
master,g4,fedavg,a100,valve,-6dB,11,0.5299114940941602
n3,g4,fedavg,a100,valve,-6dB,12,0.5119533370760997
master,g3,fedavg,a100,valve,-6dB,13,0.4472006411795864
n1,g6,fedavg,a100,valve,-6dB,14,0.5034008461146616
n3,g6,fedavg,a100,valve,-6dB,15,0.497276101440841
master,g7,fedavg,a100,valve,-6dB,16,0.4928002580398678
n3,g2,fedavg,a100,valve,-6dB,17,0.4633987289342724
master,g6,fedavg,a100,valve,-6dB,18,0.4977539473335858
n1,g5,fedavg,a100,valve,-6dB,19,0.4453050385530487
master,g0,fedavg,a100,valve,0dB,0,0.5529595142731706
n1,g5,fedavg,a100,valve,0dB,1,0.5508973805014206
n3,g2,fedavg,a100,valve,0dB,2,0.5964606361649618
master,g6,fedavg,a100,valve,0dB,3,0.5714557848711753
n3,g5,fedavg,a100,valve,0dB,4,0.5388321121351399
master,g5,fedavg,a100,valve,0dB,5,0.5582247945070555
n1,g6,fedavg,a100,valve,0dB,6,0.6200801689876156
n3,g0,fedavg,a100,valve,0dB,7,0.520879329029148
master,g2,fedavg,a100,valve,0dB,8,0.5056040814813068
n3,g1,fedavg,a100,valve,0dB,9,0.6056429738243759
master,g1,fedavg,a100,valve,0dB,10,0.583313023946036
n1,g7,fedavg,a100,valve,0dB,11,0.6285896010458957
n3,g3,fedavg,a100,valve,0dB,12,0.60404755074758
master,g4,fedavg,a100,valve,0dB,13,0.4857253018807013
n3,g7,fedavg,a100,valve,0dB,14,0.6054544097677419
master,g3,fedavg,a100,valve,0dB,15,0.5821541273434754
n1,g4,fedavg,a100,valve,0dB,16,0.577946316921558
n3,g4,fedavg,a100,valve,0dB,17,0.5208582108368611
master,g7,fedavg,a100,valve,0dB,18,0.5812156029361453
n3,g6,fedavg,a100,valve,0dB,19,0.4607073387078144
master,g4,fedavg,a100,valve,6dB,0,0.611936761095064
n3,g3,fedavg,a100,valve,6dB,1,0.6494723307603638
master,g1,fedavg,a100,valve,6dB,2,0.6494745911989893
n1,g6,fedavg,a100,valve,6dB,3,0.6570882385563893
n3,g5,fedavg,a100,valve,6dB,4,0.6244491763459221
master,g2,fedavg,a100,valve,6dB,5,0.631912383670411
n3,g0,fedavg,a100,valve,6dB,6,0.6516604043319758
master,g5,fedavg,a100,valve,6dB,7,0.4912085756584254
n1,g4,fedavg,a100,valve,6dB,8,0.4316206665237631
n3,g1,fedavg,a100,valve,6dB,9,0.6845267282762691
master,g7,fedavg,a100,valve,6dB,10,0.6514965236212584
n3,g2,fedavg,a100,valve,6dB,11,0.6920376339931008
master,g6,fedavg,a100,valve,6dB,12,0.7016144641308141
n1,g7,fedavg,a100,valve,6dB,13,0.4204779683321734
n3,g6,fedavg,a100,valve,6dB,14,0.6674540849748185
master,g0,fedavg,a100,valve,6dB,15,0.6534512698884933
n3,g4,fedavg,a100,valve,6dB,16,0.6526750815285167
master,g3,fedavg,a100,valve,6dB,17,0.4086418568598492
n1,g5,fedavg,a100,valve,6dB,18,0.6661068722666642
n3,g7,fedavg,a100,valve,6dB,19,0.4340492704881184
n3,g4,fedprox,a0p05,fan,-6dB,0,0.5494930350350338
master,g6,fedprox,a0p05,fan,-6dB,1,0.6639517974136865
n3,g5,fedprox,a0p05,fan,-6dB,2,0.5937476795196975
master,g5,fedprox,a0p05,fan,-6dB,3,0.6308787644046832
n1,g6,fedprox,a0p05,fan,-6dB,4,0.6030257073459371
n3,g2,fedprox,a0p05,fan,-6dB,5,0.7416795191030592
master,g3,fedprox,a0p05,fan,-6dB,6,0.6630543431710196
n3,g3,fedprox,a0p05,fan,-6dB,7,0.5674451325537911
master,g2,fedprox,a0p05,fan,-6dB,8,0.5534256905198867
n1,g5,fedprox,a0p05,fan,-6dB,9,0.6280458503202785
n3,g7,fedprox,a0p05,fan,-6dB,10,0.4838988068590452
master,g1,fedprox,a0p05,fan,-6dB,11,0.5569256944974534
n3,g0,fedprox,a0p05,fan,-6dB,12,0.5812193578066531
master,g4,fedprox,a0p05,fan,-6dB,13,0.5946300693268979
n1,g4,fedprox,a0p05,fan,-6dB,14,0.5862362981383351
n3,g1,fedprox,a0p05,fan,-6dB,15,0.6012095740481336
master,g0,fedprox,a0p05,fan,-6dB,16,0.6582696839539107
n3,g6,fedprox,a0p05,fan,-6dB,17,0.60205090008714
master,g7,fedprox,a0p05,fan,-6dB,18,0.576043966954906
n1,g7,fedprox,a0p05,fan,-6dB,19,0.6040521161618377
master,g3,fedprox,a0p05,fan,0dB,0,0.7604831542647489
n1,g4,fedprox,a0p05,fan,0dB,1,0.7752599145618102
n3,g5,fedprox,a0p05,fan,0dB,2,0.8425523615432509
master,g2,fedprox,a0p05,fan,0dB,3,0.7549932453791546
n3,g0,fedprox,a0p05,fan,0dB,4,0.8257841058243894
master,g4,fedprox,a0p05,fan,0dB,5,0.7821882615828596
n1,g6,fedprox,a0p05,fan,0dB,6,0.7983269817434663
n3,g1,fedprox,a0p05,fan,0dB,7,0.8164656064649332
master,g5,fedprox,a0p05,fan,0dB,8,0.82777976646942
n3,g3,fedprox,a0p05,fan,0dB,9,0.7351785936385342
master,g0,fedprox,a0p05,fan,0dB,10,0.7738927817896425
n1,g7,fedprox,a0p05,fan,0dB,11,0.7063157177031257
n3,g2,fedprox,a0p05,fan,0dB,12,0.7591147627669076
master,g6,fedprox,a0p05,fan,0dB,13,0.8447865728619892
n3,g7,fedprox,a0p05,fan,0dB,14,0.7154296186586533
master,g7,fedprox,a0p05,fan,0dB,15,0.7323095797377842
n1,g5,fedprox,a0p05,fan,0dB,16,0.724732017328599
n3,g6,fedprox,a0p05,fan,0dB,17,0.7024393283984376
master,g1,fedprox,a0p05,fan,0dB,18,0.7992355303466658
n3,g4,fedprox,a0p05,fan,0dB,19,0.7906323335822245
master,g5,fedprox,a0p05,fan,6dB,0,0.9343047012004987
n3,g5,fedprox,a0p05,fan,6dB,1,0.959078749952532
master,g2,fedprox,a0p05,fan,6dB,2,0.9593326993475568
n1,g7,fedprox,a0p05,fan,6dB,3,0.9366787392544106
n3,g1,fedprox,a0p05,fan,6dB,4,0.9451652497968333
master,g6,fedprox,a0p05,fan,6dB,5,0.9550366516020965
n3,g0,fedprox,a0p05,fan,6dB,6,0.943492954094534
master,g0,fedprox,a0p05,fan,6dB,7,0.9529050246519662
n1,g6,fedprox,a0p05,fan,6dB,8,0.927485387247981
n3,g3,fedprox,a0p05,fan,6dB,9,0.9150806525410522
master,g1,fedprox,a0p05,fan,6dB,10,0.9390070887988665
n3,g4,fedprox,a0p05,fan,6dB,11,0.8796528222281049
master,g4,fedprox,a0p05,fan,6dB,12,0.9565404875296801
n1,g5,fedprox,a0p05,fan,6dB,13,0.9485389543688593
n3,g2,fedprox,a0p05,fan,6dB,14,0.8972018865241366
master,g3,fedprox,a0p05,fan,6dB,15,0.9257277682717268
n3,g7,fedprox,a0p05,fan,6dB,16,0.9104248513055764
master,g7,fedprox,a0p05,fan,6dB,17,0.9602038778285582
n1,g4,fedprox,a0p05,fan,6dB,18,0.9447290337687638
n3,g6,fedprox,a0p05,fan,6dB,19,0.9519760041535485
n3,g7,fedprox,a0p05,pump,-6dB,0,0.6800334998896348
master,g6,fedprox,a0p05,pump,-6dB,1,0.727463472338716
n3,g1,fedprox,a0p05,pump,-6dB,2,0.6638788533269457
master,g2,fedprox,a0p05,pump,-6dB,3,0.7061632462621453
n1,g4,fedprox,a0p05,pump,-6dB,4,0.6243799106848226
n3,g0,fedprox,a0p05,pump,-6dB,5,0.6743437171111537
master,g3,fedprox,a0p05,pump,-6dB,6,0.652840264911817
n3,g3,fedprox,a0p05,pump,-6dB,7,0.6866423238948949
master,g5,fedprox,a0p05,pump,-6dB,8,0.5716222230281769
n1,g5,fedprox,a0p05,pump,-6dB,9,0.6523259081489028
n3,g5,fedprox,a0p05,pump,-6dB,10,0.6573528060549334
master,g0,fedprox,a0p05,pump,-6dB,11,0.6872523938955679
n3,g4,fedprox,a0p05,pump,-6dB,12,0.7014148274059225
master,g7,fedprox,a0p05,pump,-6dB,13,0.694836069035763
n1,g6,fedprox,a0p05,pump,-6dB,14,0.6492238890826239
n3,g6,fedprox,a0p05,pump,-6dB,15,0.5945574925687408
master,g4,fedprox,a0p05,pump,-6dB,16,0.6043744475715331
n3,g2,fedprox,a0p05,pump,-6dB,17,0.7742131027366496
master,g1,fedprox,a0p05,pump,-6dB,18,0.6422419063919185
n1,g7,fedprox,a0p05,pump,-6dB,19,0.7006644344622722
master,g6,fedprox,a0p05,pump,0dB,0,0.7857557292014824
n1,g5,fedprox,a0p05,pump,0dB,1,0.7026330162189071
n3,g4,fedprox,a0p05,pump,0dB,2,0.7111920483716677
master,g2,fedprox,a0p05,pump,0dB,3,0.730604354208463
n3,g1,fedprox,a0p05,pump,0dB,4,0.7868347808023803
master,g7,fedprox,a0p05,pump,0dB,5,0.6951005329616582
n1,g6,fedprox,a0p05,pump,0dB,6,0.6421009664549502
n3,g0,fedprox,a0p05,pump,0dB,7,0.7680261260891925
master,g5,fedprox,a0p05,pump,0dB,8,0.7195947906962299
n3,g3,fedprox,a0p05,pump,0dB,9,0.7523644410622601
master,g1,fedprox,a0p05,pump,0dB,10,0.784035536795248
n1,g7,fedprox,a0p05,pump,0dB,11,0.7358329175915116
n3,g7,fedprox,a0p05,pump,0dB,12,0.8029964346926887
master,g0,fedprox,a0p05,pump,0dB,13,0.7855944161417222
n3,g5,fedprox,a0p05,pump,0dB,14,0.7117360472507336
master,g3,fedprox,a0p05,pump,0dB,15,0.7208865412803002
n1,g4,fedprox,a0p05,pump,0dB,16,0.8059378193738618
n3,g2,fedprox,a0p05,pump,0dB,17,0.8375180074292168
master,g4,fedprox,a0p05,pump,0dB,18,0.7321279445108485
n3,g6,fedprox,a0p05,pump,0dB,19,0.7716361646568283
master,g6,fedprox,a0p05,pump,6dB,0,0.8666108809606526
n3,g6,fedprox,a0p05,pump,6dB,1,0.8160661033735725
master,g2,fedprox,a0p05,pump,6dB,2,0.8210156003744318
n1,g5,fedprox,a0p05,pump,6dB,3,0.8184185585509548
n3,g0,fedprox,a0p05,pump,6dB,4,0.8285355056132013
master,g5,fedprox,a0p05,pump,6dB,5,0.7490273233651195
n3,g1,fedprox,a0p05,pump,6dB,6,0.7057769147991539
master,g3,fedprox,a0p05,pump,6dB,7,0.8496562035429229
n1,g4,fedprox,a0p05,pump,6dB,8,0.7831873121590889
n3,g3,fedprox,a0p05,pump,6dB,9,0.8902683244047273
master,g4,fedprox,a0p05,pump,6dB,10,0.8059531088475014
n3,g4,fedprox,a0p05,pump,6dB,11,0.8326955027302744
master,g1,fedprox,a0p05,pump,6dB,12,0.8959274154886341
