host,worker,gpu,done_file,name,normalization_mode,algorithm,alpha,machine_type,db_level,seed,auroc,log_file,log_line
n3,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_fan_m6dB_s0.json,p1_norm_central_clustered_fl_a100_fan_m6dB_s0,central,clustered_fl,100.0,fan,-6dB,0,0.6239097764390751,n3/p1/logs/p1_norm_g4.log,14
master,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_slider_0dB_s1.json,p1_norm_central_clustered_fl_a100_slider_0dB_s1,central,clustered_fl,100.0,slider,0dB,1,0.8940462390212846,master/p1/logs/p1_norm_g4.log,14
n3,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_slider_6dB_s3.json,p1_norm_central_clustered_fl_a100_slider_6dB_s3,central,clustered_fl,100.0,slider,6dB,3,0.9429275523217229,n3/p1/logs/p1_norm_g4.log,16
master,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_slider_m6dB_s2.json,p1_norm_central_clustered_fl_a100_slider_m6dB_s2,central,clustered_fl,100.0,slider,-6dB,2,0.8437028920085575,master/p1/logs/p1_norm_g4.log,16
n3,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_valve_m6dB_s0.json,p1_norm_central_clustered_fl_a100_valve_m6dB_s0,central,clustered_fl,100.0,valve,-6dB,0,0.4773004567159373,n3/p1/logs/p1_norm_g4.log,18
master,norm_g4,4,norm_g4_p1_norm_central_clustered_fl_a100_valve_m6dB_s3.json,p1_norm_central_clustered_fl_a100_valve_m6dB_s3,central,clustered_fl,100.0,valve,-6dB,3,0.49238915054165433,master/p1/logs/p1_norm_g4.log,18
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p05_slider_0dB_s0.json,p1_norm_central_fedavg_a0p05_slider_0dB_s0,central,fedavg,0.05,slider,0dB,0,0.7890606016910997,master/p1/logs/p1_norm_g4.log,20
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p05_slider_6dB_s0.json,p1_norm_central_fedavg_a0p05_slider_6dB_s0,central,fedavg,0.05,slider,6dB,0,0.7756866529278863,n3/p1/logs/p1_norm_g4.log,20
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p05_valve_0dB_s4.json,p1_norm_central_fedavg_a0p05_valve_0dB_s4,central,fedavg,0.05,valve,0dB,4,0.5633312133412484,n3/p1/logs/p1_norm_g4.log,22
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p05_valve_6dB_s2.json,p1_norm_central_fedavg_a0p05_valve_6dB_s2,central,fedavg,0.05,valve,6dB,2,0.6088443593498405,master/p1/logs/p1_norm_g4.log,22
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_fan_0dB_s0.json,p1_norm_central_fedavg_a0p5_fan_0dB_s0,central,fedavg,0.5,fan,0dB,0,0.823932520586023,master/p1/logs/p1_norm_g4.log,24
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_fan_6dB_s2.json,p1_norm_central_fedavg_a0p5_fan_6dB_s2,central,fedavg,0.5,fan,6dB,2,0.9520517300217269,n3/p1/logs/p1_norm_g4.log,24
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_slider_6dB_s1.json,p1_norm_central_fedavg_a0p5_slider_6dB_s1,central,fedavg,0.5,slider,6dB,1,0.9399525758933089,n3/p1/logs/p1_norm_g4.log,26
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_slider_6dB_s4.json,p1_norm_central_fedavg_a0p5_slider_6dB_s4,central,fedavg,0.5,slider,6dB,4,0.9468508232371728,master/p1/logs/p1_norm_g4.log,26
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_valve_6dB_s3.json,p1_norm_central_fedavg_a0p5_valve_6dB_s3,central,fedavg,0.5,valve,6dB,3,0.679568215285441,master/p1/logs/p1_norm_g4.log,28
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a0p5_valve_6dB_s4.json,p1_norm_central_fedavg_a0p5_valve_6dB_s4,central,fedavg,0.5,valve,6dB,4,0.6648565720853636,n3/p1/logs/p1_norm_g4.log,28
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_fan_6dB_s2.json,p1_norm_central_fedavg_a100_fan_6dB_s2,central,fedavg,100.0,fan,6dB,2,0.9596031017549228,master/p1/logs/p1_norm_g4.log,30
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_fan_6dB_s3.json,p1_norm_central_fedavg_a100_fan_6dB_s3,central,fedavg,100.0,fan,6dB,3,0.950185762782026,n3/p1/logs/p1_norm_g4.log,30
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_slider_6dB_s1.json,p1_norm_central_fedavg_a100_slider_6dB_s1,central,fedavg,100.0,slider,6dB,1,0.9260927057545526,master/p1/logs/p1_norm_g4.log,32
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_slider_6dB_s4.json,p1_norm_central_fedavg_a100_slider_6dB_s4,central,fedavg,100.0,slider,6dB,4,0.9288978684122918,n3/p1/logs/p1_norm_g4.log,32
master,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_valve_6dB_s4.json,p1_norm_central_fedavg_a100_valve_6dB_s4,central,fedavg,100.0,valve,6dB,4,0.6155320506183165,master/p1/logs/p1_norm_g4.log,34
n3,norm_g4,4,norm_g4_p1_norm_central_fedavg_a100_valve_m6dB_s3.json,p1_norm_central_fedavg_a100_valve_m6dB_s3,central,fedavg,100.0,valve,-6dB,3,0.4898909720709474,n3/p1/logs/p1_norm_g4.log,34
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_fan_6dB_s4.json,p1_norm_central_personalized_a0p05_fan_6dB_s4,central,personalized,0.05,fan,6dB,4,0.9568586560512274,master/p1/logs/p1_norm_g4.log,36
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_slider_0dB_s1.json,p1_norm_central_personalized_a0p05_slider_0dB_s1,central,personalized,0.05,slider,0dB,1,0.8687938703710525,n3/p1/logs/p1_norm_g4.log,36
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_slider_6dB_s1.json,p1_norm_central_personalized_a0p05_slider_6dB_s1,central,personalized,0.05,slider,6dB,1,0.879619960379036,master/p1/logs/p1_norm_g4.log,38
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_slider_6dB_s2.json,p1_norm_central_personalized_a0p05_slider_6dB_s2,central,personalized,0.05,slider,6dB,2,0.8470271394309417,n3/p1/logs/p1_norm_g4.log,38
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_valve_6dB_s1.json,p1_norm_central_personalized_a0p05_valve_6dB_s1,central,personalized,0.05,valve,6dB,1,0.6825739812566198,n3/p1/logs/p1_norm_g4.log,40
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p05_valve_m6dB_s0.json,p1_norm_central_personalized_a0p05_valve_m6dB_s0,central,personalized,0.05,valve,-6dB,0,0.4686765325636926,master/p1/logs/p1_norm_g4.log,40
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p5_fan_6dB_s4.json,p1_norm_central_personalized_a0p5_fan_6dB_s4,central,personalized,0.5,fan,6dB,4,0.9690171725995083,n3/p1/logs/p1_norm_g4.log,42
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p5_fan_m6dB_s1.json,p1_norm_central_personalized_a0p5_fan_m6dB_s1,central,personalized,0.5,fan,-6dB,1,0.6351523044490952,master/p1/logs/p1_norm_g4.log,42
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p5_slider_6dB_s3.json,p1_norm_central_personalized_a0p5_slider_6dB_s3,central,personalized,0.5,slider,6dB,3,0.94306440898142,n3/p1/logs/p1_norm_g4.log,44
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p5_slider_m6dB_s2.json,p1_norm_central_personalized_a0p5_slider_m6dB_s2,central,personalized,0.5,slider,-6dB,2,0.844122851807352,master/p1/logs/p1_norm_g4.log,44
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a0p5_valve_m6dB_s0.json,p1_norm_central_personalized_a0p5_valve_m6dB_s0,central,personalized,0.5,valve,-6dB,0,0.5000989683511816,n3/p1/logs/p1_norm_g4.log,46
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_fan_0dB_s1.json,p1_norm_central_personalized_a100_fan_0dB_s1,central,personalized,100.0,fan,0dB,1,0.8197808675387668,master/p1/logs/p1_norm_g4.log,46
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_fan_m6dB_s1.json,p1_norm_central_personalized_a100_fan_m6dB_s1,central,personalized,100.0,fan,-6dB,1,0.6419710585663542,n3/p1/logs/p1_norm_g4.log,48
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_slider_0dB_s2.json,p1_norm_central_personalized_a100_slider_0dB_s2,central,personalized,100.0,slider,0dB,2,0.9033081884991088,master/p1/logs/p1_norm_g4.log,48
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_slider_m6dB_s4.json,p1_norm_central_personalized_a100_slider_m6dB_s4,central,personalized,100.0,slider,-6dB,4,0.8320999668994074,n3/p1/logs/p1_norm_g4.log,50
master,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_valve_0dB_s3.json,p1_norm_central_personalized_a100_valve_0dB_s3,central,personalized,100.0,valve,0dB,3,0.5752690416395159,master/p1/logs/p1_norm_g4.log,50
n3,norm_g4,4,norm_g4_p1_norm_central_personalized_a100_valve_m6dB_s3.json,p1_norm_central_personalized_a100_valve_m6dB_s3,central,personalized,100.0,valve,-6dB,3,0.4970355271685684,n3/p1/logs/p1_norm_g4.log,52
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p05_fan_0dB_s3.json,p1_norm_federated_train_clustered_fl_a0p05_fan_0dB_s3,federated_train,clustered_fl,0.05,fan,0dB,3,0.77160207207088,master/p1/logs/p1_norm_g4.log,52
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s1.json,p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s1,federated_train,clustered_fl,0.05,slider,0dB,1,0.867287540851755,n3/p1/logs/p1_norm_g4.log,54
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s2.json,p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s2,federated_train,clustered_fl,0.05,slider,0dB,2,0.8450750299529451,master/p1/logs/p1_norm_g4.log,54
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s4.json,p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s4,federated_train,clustered_fl,0.05,slider,-6dB,4,0.7660593402514834,n3/p1/logs/p1_norm_g4.log,56
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s0.json,p1_norm_federated_train_clustered_fl_a0p05_valve_6dB_s0,federated_train,clustered_fl,0.05,valve,6dB,0,0.64772983557772,master/p1/logs/p1_norm_g4.log,56
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s1.json,p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s1,federated_train,clustered_fl,0.5,fan,0dB,1,0.8325246975574052,n3/p1/logs/p1_norm_g4.log,58
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_fan_6dB_s1.json,p1_norm_federated_train_clustered_fl_a0p5_fan_6dB_s1,federated_train,clustered_fl,0.5,fan,6dB,1,0.9310536316738409,master/p1/logs/p1_norm_g4.log,58
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s0.json,p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s0,federated_train,clustered_fl,0.5,slider,0dB,0,0.889532495449399,n3/p1/logs/p1_norm_g4.log,60
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_slider_m6dB_s0.json,p1_norm_federated_train_clustered_fl_a0p5_slider_m6dB_s0,federated_train,clustered_fl,0.5,slider,-6dB,0,0.8319917584881974,master/p1/logs/p1_norm_g4.log,60
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s3.json,p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s3,federated_train,clustered_fl,0.5,valve,0dB,3,0.5817360803632152,n3/p1/logs/p1_norm_g4.log,62
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s1.json,p1_norm_federated_train_clustered_fl_a0p5_valve_m6dB_s1,federated_train,clustered_fl,0.5,valve,-6dB,1,0.4759892336655989,master/p1/logs/p1_norm_g4.log,62
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_fan_0dB_s2.json,p1_norm_federated_train_clustered_fl_a100_fan_0dB_s2,federated_train,clustered_fl,100.0,fan,0dB,2,0.8143674714547627,n3/p1/logs/p1_norm_g4.log,64
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_fan_m6dB_s2.json,p1_norm_federated_train_clustered_fl_a100_fan_m6dB_s2,federated_train,clustered_fl,100.0,fan,-6dB,2,0.6153417069276617,master/p1/logs/p1_norm_g4.log,64
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_slider_6dB_s0.json,p1_norm_federated_train_clustered_fl_a100_slider_6dB_s0,federated_train,clustered_fl,100.0,slider,6dB,0,0.9414661900266248,n3/p1/logs/p1_norm_g4.log,66
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_slider_m6dB_s1.json,p1_norm_federated_train_clustered_fl_a100_slider_m6dB_s1,federated_train,clustered_fl,100.0,slider,-6dB,1,0.8351608227946234,master/p1/logs/p1_norm_g4.log,66
n3,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_valve_0dB_s4.json,p1_norm_federated_train_clustered_fl_a100_valve_0dB_s4,federated_train,clustered_fl,100.0,valve,0dB,4,0.5372505745011705,n3/p1/logs/p1_norm_g4.log,68
master,norm_g4,4,norm_g4_p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s2.json,p1_norm_federated_train_clustered_fl_a100_valve_m6dB_s2,federated_train,clustered_fl,100.0,valve,-6dB,2,0.49318968771844734,master/p1/logs/p1_norm_g4.log,68
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p05_fan_6dB_s2.json,p1_norm_federated_train_fedavg_a0p05_fan_6dB_s2,federated_train,fedavg,0.05,fan,6dB,2,0.9500404450439938,n3/p1/logs/p1_norm_g4.log,70
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p05_slider_0dB_s1.json,p1_norm_federated_train_fedavg_a0p05_slider_0dB_s1,federated_train,fedavg,0.05,slider,0dB,1,0.8649514302583711,master/p1/logs/p1_norm_g4.log,70
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p05_slider_6dB_s1.json,p1_norm_federated_train_fedavg_a0p05_slider_6dB_s1,federated_train,fedavg,0.05,slider,6dB,1,0.8600641386928455,n3/p1/logs/p1_norm_g4.log,72
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p05_valve_0dB_s0.json,p1_norm_federated_train_fedavg_a0p05_valve_0dB_s0,federated_train,fedavg,0.05,valve,0dB,0,0.566941503136627,master/p1/logs/p1_norm_g4.log,72
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p05_valve_6dB_s4.json,p1_norm_federated_train_fedavg_a0p05_valve_6dB_s4,federated_train,fedavg,0.05,valve,6dB,4,0.6908973462345087,n3/p1/logs/p1_norm_g4.log,74
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_fan_0dB_s3.json,p1_norm_federated_train_fedavg_a0p5_fan_0dB_s3,federated_train,fedavg,0.5,fan,0dB,3,0.8046972576632321,master/p1/logs/p1_norm_g4.log,74
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_fan_6dB_s3.json,p1_norm_federated_train_fedavg_a0p5_fan_6dB_s3,federated_train,fedavg,0.5,fan,6dB,3,0.9464311603273121,n3/p1/logs/p1_norm_g4.log,76
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2.json,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s2,federated_train,fedavg,0.5,slider,0dB,2,0.9103681024396542,master/p1/logs/p1_norm_g4.log,76
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s0.json,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s0,federated_train,fedavg,0.5,slider,-6dB,0,0.8323325247325913,n3/p1/logs/p1_norm_g4.log,78
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_valve_6dB_s0.json,p1_norm_federated_train_fedavg_a0p5_valve_6dB_s0,federated_train,fedavg,0.5,valve,6dB,0,0.6225015187034624,master/p1/logs/p1_norm_g4.log,78
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s1.json,p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s1,federated_train,fedavg,0.5,valve,-6dB,1,0.4787409700123767,n3/p1/logs/p1_norm_g4.log,80
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_fan_0dB_s4.json,p1_norm_federated_train_fedavg_a100_fan_0dB_s4,federated_train,fedavg,100.0,fan,0dB,4,0.8154117667405737,master/p1/logs/p1_norm_g4.log,80
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_fan_m6dB_s2.json,p1_norm_federated_train_fedavg_a100_fan_m6dB_s2,federated_train,fedavg,100.0,fan,-6dB,2,0.61662427396894,n3/p1/logs/p1_norm_g4.log,82
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_slider_6dB_s2.json,p1_norm_federated_train_fedavg_a100_slider_6dB_s2,federated_train,fedavg,100.0,slider,6dB,2,0.9467417074563927,master/p1/logs/p1_norm_g4.log,82
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_slider_m6dB_s3.json,p1_norm_federated_train_fedavg_a100_slider_m6dB_s3,federated_train,fedavg,100.0,slider,-6dB,3,0.8210571498759437,n3/p1/logs/p1_norm_g4.log,84
master,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_valve_6dB_s1.json,p1_norm_federated_train_fedavg_a100_valve_6dB_s1,federated_train,fedavg,100.0,valve,6dB,1,0.6477791695549039,master/p1/logs/p1_norm_g4.log,84
n3,norm_g4,4,norm_g4_p1_norm_federated_train_fedavg_a100_valve_m6dB_s4.json,p1_norm_federated_train_fedavg_a100_valve_m6dB_s4,federated_train,fedavg,100.0,valve,-6dB,4,0.4772002910511383,n3/p1/logs/p1_norm_g4.log,86
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p05_fan_6dB_s3.json,p1_norm_federated_train_personalized_a0p05_fan_6dB_s3,federated_train,personalized,0.05,fan,6dB,3,0.9535828258926453,master/p1/logs/p1_norm_g4.log,86
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p05_fan_m6dB_s4.json,p1_norm_federated_train_personalized_a0p05_fan_m6dB_s4,federated_train,personalized,0.05,fan,-6dB,4,0.6400055724134311,n3/p1/logs/p1_norm_g4.log,88
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p05_slider_m6dB_s0.json,p1_norm_federated_train_personalized_a0p05_slider_m6dB_s0,federated_train,personalized,0.05,slider,-6dB,0,0.7511837348774709,master/p1/logs/p1_norm_g4.log,88
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p05_valve_0dB_s1.json,p1_norm_federated_train_personalized_a0p05_valve_0dB_s1,federated_train,personalized,0.05,valve,0dB,1,0.5836184845706229,n3/p1/logs/p1_norm_g4.log,90
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p05_valve_m6dB_s1.json,p1_norm_federated_train_personalized_a0p05_valve_m6dB_s1,federated_train,personalized,0.05,valve,-6dB,1,0.6367622841065904,master/p1/logs/p1_norm_g4.log,90
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_fan_0dB_s0.json,p1_norm_federated_train_personalized_a0p5_fan_0dB_s0,federated_train,personalized,0.5,fan,0dB,0,0.8359148301567663,n3/p1/logs/p1_norm_g4.log,92
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_fan_m6dB_s2.json,p1_norm_federated_train_personalized_a0p5_fan_m6dB_s2,federated_train,personalized,0.5,fan,-6dB,2,0.6169108392119712,master/p1/logs/p1_norm_g4.log,92
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_slider_6dB_s2.json,p1_norm_federated_train_personalized_a0p5_slider_6dB_s2,federated_train,personalized,0.5,slider,6dB,2,0.9521331803786687,n3/p1/logs/p1_norm_g4.log,156
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_valve_0dB_s1.json,p1_norm_federated_train_personalized_a0p5_valve_0dB_s1,federated_train,personalized,0.5,valve,0dB,1,0.5739225294481175,master/p1/logs/p1_norm_g4.log,94
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_valve_6dB_s3.json,p1_norm_federated_train_personalized_a0p5_valve_6dB_s3,federated_train,personalized,0.5,valve,6dB,3,0.6790891529004698,n3/p1/logs/p1_norm_g4.log,158
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a0p5_valve_6dB_s4.json,p1_norm_federated_train_personalized_a0p5_valve_6dB_s4,federated_train,personalized,0.5,valve,6dB,4,0.6776728611421745,master/p1/logs/p1_norm_g4.log,158
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_fan_6dB_s3.json,p1_norm_federated_train_personalized_a100_fan_6dB_s3,federated_train,personalized,100.0,fan,6dB,3,0.9543993074431405,master/p1/logs/p1_norm_g4.log,160
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_fan_6dB_s4.json,p1_norm_federated_train_personalized_a100_fan_6dB_s4,federated_train,personalized,100.0,fan,6dB,4,0.9619157331124647,n3/p1/logs/p1_norm_g4.log,160
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_slider_m6dB_s1.json,p1_norm_federated_train_personalized_a100_slider_m6dB_s1,federated_train,personalized,100.0,slider,-6dB,1,0.8355909089992892,n3/p1/logs/p1_norm_g4.log,162
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_slider_m6dB_s4.json,p1_norm_federated_train_personalized_a100_slider_m6dB_s4,federated_train,personalized,100.0,slider,-6dB,4,0.8325560251274269,master/p1/logs/p1_norm_g4.log,162
master,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_valve_m6dB_s1.json,p1_norm_federated_train_personalized_a100_valve_m6dB_s1,federated_train,personalized,100.0,valve,-6dB,1,0.4951495659378189,master/p1/logs/p1_norm_g4.log,164
n3,norm_g4,4,norm_g4_p1_norm_federated_train_personalized_a100_valve_m6dB_s4.json,p1_norm_federated_train_personalized_a100_valve_m6dB_s4,federated_train,personalized,100.0,valve,-6dB,4,0.48941461505789585,n3/p1/logs/p1_norm_g4.log,164
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s3.json,p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s3,local_site,clustered_fl,0.05,fan,-6dB,3,0.7534178467363202,master/p1/logs/p1_norm_g4.log,166
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s4.json,p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s4,local_site,clustered_fl,0.05,fan,-6dB,4,0.674971857468053,n3/p1/logs/p1_norm_g4.log,166
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s0,local_site,clustered_fl,0.05,valve,0dB,0,0.5826086766451946,master/p1/logs/p1_norm_g4.log,168
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s1.json,p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s1,local_site,clustered_fl,0.05,valve,0dB,1,0.5610156808673737,n3/p1/logs/p1_norm_g4.log,168
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s0,local_site,clustered_fl,0.5,fan,0dB,0,0.8236886021018324,n3/p1/logs/p1_norm_g4.log,170
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s3,local_site,clustered_fl,0.5,fan,0dB,3,0.8219570004221601,master/p1/logs/p1_norm_g4.log,170
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s2,local_site,clustered_fl,0.5,slider,0dB,2,0.906179488340254,master/p1/logs/p1_norm_g4.log,172
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s3,local_site,clustered_fl,0.5,slider,0dB,3,0.9078878012013172,n3/p1/logs/p1_norm_g4.log,172
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s2,local_site,clustered_fl,0.5,valve,0dB,2,0.571114267450193,n3/p1/logs/p1_norm_g4.log,174
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s3,local_site,clustered_fl,0.5,valve,0dB,3,0.5861949069221282,master/p1/logs/p1_norm_g4.log,174
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_fan_0dB_s2.json,p1_norm_local_site_clustered_fl_a100_fan_0dB_s2,local_site,clustered_fl,100.0,fan,0dB,2,0.8117511436625915,master/p1/logs/p1_norm_g4.log,176
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_fan_0dB_s3.json,p1_norm_local_site_clustered_fl_a100_fan_0dB_s3,local_site,clustered_fl,100.0,fan,0dB,3,0.7899943963209225,n3/p1/logs/p1_norm_g4.log,176
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_slider_0dB_s4.json,p1_norm_local_site_clustered_fl_a100_slider_0dB_s4,local_site,clustered_fl,100.0,slider,0dB,4,0.8955042289425623,n3/p1/logs/p1_norm_g4.log,178
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_slider_6dB_s2.json,p1_norm_local_site_clustered_fl_a100_slider_6dB_s2,local_site,clustered_fl,100.0,slider,6dB,2,0.9456002302290365,master/p1/logs/p1_norm_g4.log,178
master,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_valve_0dB_s4.json,p1_norm_local_site_clustered_fl_a100_valve_0dB_s4,local_site,clustered_fl,100.0,valve,0dB,4,0.5353855143808773,master/p1/logs/p1_norm_g4.log,180
n3,norm_g4,4,norm_g4_p1_norm_local_site_clustered_fl_a100_valve_6dB_s2.json,p1_norm_local_site_clustered_fl_a100_valve_6dB_s2,local_site,clustered_fl,100.0,valve,6dB,2,0.6477705125588262,n3/p1/logs/p1_norm_g4.log,180
